step_id,group,target_effect,placebo_own_effect,placebo_legacy_effect,did_semantic_effect,legacy_semantic_effect
prm-b93ffe4952ee0425,rating-1_anchor,-0.33333333333333337,0.0,-1.0,-0.33333333333333337,0.6666666666666666
prm-7f470224e279c9a5,rating-1_anchor,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
prm-7a6e2d9a9da28f78,rating-1_anchor,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666667
prm-c3c805b2888f0c71,rating-1_anchor,0.33333333333333337,0.0,-0.6666666666666666,0.33333333333333337,1.0
prm-a081faca165fd59b,rating-1_anchor,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-5be58b31f228d28e,rating-1_anchor,-0.33333333333333337,-0.25,-1.0,-0.08333333333333337,0.6666666666666666
prm-2413c903941648a5,rating-1_anchor,0.0,0.0,-1.0,0.0,1.0
prm-77fc0b169d8585bc,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-695b2bd8829139af,rating-1_anchor,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666
prm-3fb0a1041b0e6522,rating-1_anchor,1.0,0.0,0.0,1.0,1.0
prm-707a079b8cebba7e,rating-1_anchor,0.6666666666666666,0.0,0.5,0.6666666666666666,0.16666666666666663
prm-1c1e7874f91737bc,rating-1_anchor,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.0
prm-57f3dc0fcc359327,rating-1_anchor,0.33333333333333337,0.3333333333333333,-0.3333333333333333,5.551115123125783e-17,0.6666666666666667
prm-c724e22efcbb6540,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-14d4896af9e2f42b,rating-1_anchor,0.6666666666666667,0.3333333333333333,3.700743415417188e-17,0.3333333333333334,0.6666666666666667
prm-6994d64b52995162,rating-1_anchor,0.3333333333333333,0.0,0.6666666666666667,0.3333333333333333,-0.3333333333333334
prm-6a679885fe24ca4d,rating-1_anchor,0.0,-0.6666666666666666,0.0,0.6666666666666666,0.0
prm-c93b572ed45d09e3,rating-1_anchor,0.6666666666666666,0.0,1.0,0.6666666666666666,-0.33333333333333337
prm-6c4e585fba73949f,rating-1_anchor,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.3333333333333333
prm-f65a99197bf57f66,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-f7aa110cdcd4de1b,rating-1_anchor,1.0,-0.25,0.75,1.25,0.25
prm-7e6bdad2d7a80ef9,rating-1_anchor,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
prm-9c4e4a7aac1b200e,rating-1_anchor,1.0,0.0,0.6666666666666666,1.0,0.33333333333333337
prm-4b587d923463065a,rating-1_anchor,0.3333333333333333,0.0,0.5,0.3333333333333333,-0.16666666666666669
prm-23547b2809b8fcf4,rating-1_anchor,1.0,0.0,0.6666666666666666,1.0,0.33333333333333337
prm-56f31f0da676983f,rating-1_anchor,-0.3333333333333333,0.0,-0.6666666666666666,-0.3333333333333333,0.3333333333333333
prm-60b56f07df1c7db4,rating-1_anchor,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333
prm-579dd704ce645be9,rating-1_anchor,-0.33333333333333337,-0.5,-0.5,0.16666666666666663,0.16666666666666663
prm-98214e328bc84341,rating-1_anchor,1.0,-0.3333333333333333,0.3333333333333333,1.3333333333333333,0.6666666666666667
prm-4657ae2feebcdcab,rating-1_anchor,0.0,0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333
prm-24135c674fb88634,rating-1_anchor,0.0,-0.25,-1.0,0.25,1.0
prm-768b381d1efb643a,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-9a884b78e7527ff9,rating-1_anchor,1.0,0.0,0.6666666666666666,1.0,0.33333333333333337
prm-3f6d462098747631,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-4e116a81462e9a1c,rating-1_anchor,1.0,0.0,1.0,1.0,0.0
prm-6bdba3a9023070a1,rating-1_anchor,1.0,0.25,1.0,0.75,0.0
prm-94f01424485d8634,rating-1_anchor,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333334,1.1102230246251565e-16
prm-310884399c5179a6,rating-1_anchor,1.0,-0.6666666666666667,0.3333333333333333,1.6666666666666667,0.6666666666666667
prm-836cfecb0a834014,rating-1_anchor,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
prm-1d5a5cb08ca68e3d,rating-1_anchor,1.0,0.0,0.3333333333333333,1.0,0.6666666666666667
prm-9f3753744da09c38,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-8866ba0f5b250195,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-33b6dd3dabd31070,rating-1_anchor,0.0,0.6666666666666666,0.3333333333333333,-0.6666666666666666,-0.3333333333333333
prm-e5a3f23bd55fe87a,rating-1_anchor,0.3333333333333333,0.0,0.3333333333333334,0.3333333333333333,-1.1102230246251565e-16
prm-d87fe43bca23d224,rating-1_anchor,0.6666666666666667,-0.25,0.41666666666666674,0.9166666666666667,0.25
prm-4ed42d1c12397218,rating-1_anchor,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
prm-7a422bc7fddfdf54,rating-1_anchor,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333
prm-52a853240fdce958,rating-1_anchor,0.0,0.6666666666666667,1.0,-0.6666666666666667,-1.0
prm-a15fb929dff59e97,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-1a376cfa6cfa9af8,rating-1_anchor,0.0,-0.25,0.0,0.25,0.0
prm-2c6c822e00040ba8,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-23e4bf45fefddfca,rating-1_anchor,0.6666666666666666,-0.5,0.5,1.1666666666666665,0.16666666666666663
prm-1d89b199249c7358,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-d10dadbf854a3250,rating-1_anchor,1.0,-0.3333333333333333,0.6666666666666666,1.3333333333333333,0.33333333333333337
prm-158ef0683bb8bf70,rating-1_anchor,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666,0.0
prm-a7ee94dec2e0a9cc,rating-1_anchor,0.33333333333333337,-0.3333333333333333,-0.6666666666666666,0.6666666666666667,1.0
prm-decee9499f5fb0d7,rating-1_anchor,1.0,0.0,0.6666666666666666,1.0,0.33333333333333337
prm-edfe3301d75e7278,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-afff103ac71bacae,rating-1_anchor,1.0,0.0,0.0,1.0,1.0
prm-64052b65a1c192c7,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-9db27c5e8855d8c2,rating-1_anchor,-0.6666666666666667,0.0,0.0,-0.6666666666666667,-0.6666666666666667
prm-61fb797f33ef26d1,rating-1_anchor,0.3333333333333333,-1.0,-0.3333333333333333,1.3333333333333333,0.6666666666666666
prm-e319831ecda4ad73,rating-1_anchor,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
prm-fa87724dc0063e72,rating-1_anchor,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333334,1.1102230246251565e-16
prm-8b05d5d648e57f29,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-b8e3cc348f791b5a,rating-1_anchor,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
prm-2fbe6edf19120d31,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-f2aca719a99dc3e9,rating-1_anchor,0.0,-0.5,0.25,0.5,-0.25
prm-a8f0f0d569ae9708,rating-1_anchor,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0
prm-39445cabc3c247f3,rating-1_anchor,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
prm-2cb8f0ea41668c12,rating-1_anchor,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333
prm-a89889ad37cbc7e2,rating-1_anchor,0.6666666666666666,0.0,1.0,0.6666666666666666,-0.33333333333333337
prm-a304fbad5368565d,rating-1_anchor,1.0,0.0,1.0,1.0,0.0
prm-3e4ac009eae25363,rating-1_anchor,0.3333333333333333,0.5,0.1666666666666667,-0.16666666666666669,0.1666666666666666
prm-f1c09b6fd89155cf,rating-1_anchor,0.33333333333333337,0.75,0.33333333333333337,-0.41666666666666663,0.0
prm-17ba4f9e4d89154f,rating-1_anchor,1.0,0.3333333333333333,1.0,0.6666666666666667,0.0
prm-3d9ad8daca3b8faa,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-2f5e5f1e6dacb0f7,rating-1_anchor,1.0,0.0,1.0,1.0,0.0
prm-b8457436293d4e60,rating-1_anchor,1.0,0.0,0.6666666666666666,1.0,0.33333333333333337
prm-bf79591055298bcd,rating-1_anchor,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333
prm-677329b0cf4a5ef0,rating-1_anchor,0.0,0.0,0.0,0.0,0.0
prm-656a46c9640db820,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-a3a05daf8f16a52f,rating0_stable,-0.33333333333333337,0.3333333333333333,0.0,-0.6666666666666667,-0.33333333333333337
prm-27e89528dea4c565,rating0_stable,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
prm-0914b22e28651211,rating0_stable,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
prm-015f040f29e2b298,rating0_stable,0.0,0.0,-0.6666666666666666,0.0,0.6666666666666666
prm-7c4b728ac8b7ff8c,rating0_stable,0.0,-0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.6666666666666666
prm-932de7bca0e7c93d,rating0_stable,0.33333333333333337,0.3333333333333333,3.700743415417188e-17,5.551115123125783e-17,0.3333333333333333
prm-9b09489564767b9d,rating0_stable,-0.6666666666666666,0.0,0.0,-0.6666666666666666,-0.6666666666666666
prm-bda20d3dc84e4528,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-b659045eab2bbc92,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-49db7302a176b729,rating0_stable,0.33333333333333337,0.3333333333333333,3.700743415417188e-17,5.551115123125783e-17,0.3333333333333333
prm-a774fd18d4116fb7,rating0_stable,0.3333333333333333,-0.75,0.25,1.0833333333333333,0.08333333333333331
prm-4376ee5dd1ec051f,rating0_stable,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333
prm-a1de62b9ef1cf246,rating0_stable,0.0,0.0,-0.6666666666666666,0.0,0.6666666666666666
prm-a8a8bda6701d4be2,rating0_stable,0.33333333333333337,0.0,0.0,0.33333333333333337,0.33333333333333337
prm-317d37656fcc5ddd,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-24d79d07da1abeb8,rating0_stable,-0.33333333333333337,-0.5,-0.5,0.16666666666666663,0.16666666666666663
prm-6a11cd36a6d48aac,rating0_stable,-0.6666666666666667,0.0,-0.3333333333333333,-0.6666666666666667,-0.3333333333333334
prm-e4c8f952bd2bcb69,rating0_stable,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-9ef4a4362f8a777c,rating0_stable,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-c796e9f10b13c8d1,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-6340032015881710,rating0_stable,0.3333333333333333,0.0,0.1666666666666667,0.3333333333333333,0.1666666666666666
prm-ac91d34d7871bcbc,rating0_stable,0.33333333333333337,0.0,-0.6666666666666666,0.33333333333333337,1.0
prm-762ceff54735d7f1,rating0_stable,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-ab1c7130781f0c6b,rating0_stable,-0.6666666666666666,0.0,0.33333333333333337,-0.6666666666666666,-1.0
prm-977f248f4b7b1084,rating0_stable,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333
prm-059a20c710a38a1d,rating0_stable,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333
prm-3b8fc6d3080aade1,rating0_stable,-0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.3333333333333334,-0.3333333333333334
prm-05db80661c2eea87,rating0_stable,0.33333333333333337,0.0,0.3333333333333333,0.33333333333333337,5.551115123125783e-17
prm-4dece02217f93500,rating0_stable,0.6666666666666667,0.6666666666666666,0.6666666666666666,1.1102230246251565e-16,1.1102230246251565e-16
prm-6f55f9ad3924eda5,rating0_stable,0.6666666666666667,-0.3333333333333333,0.3333333333333334,1.0,0.3333333333333333
prm-4f8665f0a19739c3,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-f8d5e2b8c3ae4947,rating0_stable,0.0,0.0,0.0,0.0,0.0
prm-7616aa089b45809c,rating0_stable,0.0,0.6666666666666666,0.3333333333333334,-0.6666666666666666,-0.3333333333333334
prm-eb13f69f057980c9,rating0_stable,0.33333333333333337,0.6666666666666667,0.33333333333333337,-0.33333333333333337,0.0
prm-2ec389700747f531,rating0_stable,-0.33333333333333337,0.3333333333333333,0.0,-0.6666666666666667,-0.33333333333333337
prm-9d4dfc92d2809bdb,rating0_stable,-0.3333333333333333,0.0,0.3333333333333334,-0.3333333333333333,-0.6666666666666667
prm-b5f8d24593f1e708,rating0_stable,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.33333333333333337
prm-36e206fe8afae4f8,rating0_stable,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-b4b221e907450223,rating0_stable,-0.3333333333333333,-1.0,-0.3333333333333333,0.6666666666666667,0.0
prm-9b1fccc8cdbe2d3c,rating0_other,0.3333333333333333,0.25,0.25,0.08333333333333331,0.08333333333333331
prm-2e47da03eaad232d,rating0_other,0.6666666666666667,0.3333333333333333,0.3333333333333334,0.3333333333333334,0.3333333333333333
prm-0ff002313a594db0,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-da9a80d73183841e,rating0_other,0.0,-0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.3333333333333333
prm-a625e035a295d2bd,rating0_other,0.0,0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.6666666666666666
prm-bc4cdb54673acb6b,rating0_other,0.33333333333333337,0.6666666666666666,0.3333333333333333,-0.33333333333333326,5.551115123125783e-17
prm-b4172ae8c86b6f76,rating0_other,0.0,0.0,-1.0,0.0,1.0
prm-b1b1d1fed6ca6e88,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-e5b42c42ddfdfe89,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-dc919cb80f6423eb,rating0_other,-0.3333333333333333,-0.3333333333333333,3.700743415417188e-17,0.0,-0.33333333333333337
prm-d14414ada709f204,rating0_other,0.0,0.0,0.6666666666666666,0.0,-0.6666666666666666
prm-27543090e207be07,rating0_other,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.0,0.0
prm-ca096eb77c3d707b,rating0_other,-0.3333333333333333,0.0,-0.3333333333333333,-0.3333333333333333,0.0
prm-297fe2bd5193998f,rating0_other,0.0,0.5,0.0,-0.5,0.0
prm-11c64fcd9adf9a8d,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-090c92a536a6f7cf,rating0_other,-0.3333333333333333,0.0,-0.6666666666666666,-0.3333333333333333,0.3333333333333333
prm-64c48353bed266ed,rating0_other,0.3333333333333333,-0.5,0.5,0.8333333333333333,-0.16666666666666669
prm-6c8f717ff62b444b,rating0_other,0.0,0.0,0.33333333333333337,0.0,-0.33333333333333337
prm-1fdd16bd5ee2ebb1,rating0_other,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.33333333333333337
prm-6b1c6a29b6d1c9f7,rating0_other,0.6666666666666667,0.0,-0.3333333333333333,0.6666666666666667,1.0
prm-ea9c90dcf0197292,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-bd5151d40527ffa0,rating0_other,0.33333333333333337,-0.3333333333333333,3.700743415417188e-17,0.6666666666666667,0.3333333333333333
prm-0000660f74dea7ea,rating0_other,0.0,0.25,0.75,-0.25,-0.75
prm-b7f05eda927bf837,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-d2f74008879c56dd,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-47a902d41e673ff6,rating0_other,0.0,0.6666666666666666,3.700743415417188e-17,-0.6666666666666666,-3.700743415417188e-17
prm-0cbc0287aab226af,rating0_other,0.0,0.6666666666666666,0.0,-0.6666666666666666,0.0
prm-925200af07947f5c,rating0_other,-0.6666666666666667,0.0,-0.3333333333333333,-0.6666666666666667,-0.3333333333333334
prm-2d2be0a20e1f55eb,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-6810d2c059913e28,rating0_other,-0.3333333333333333,0.33333333333333337,0.33333333333333337,-0.6666666666666667,-0.6666666666666667
prm-d7cd2fc406477b13,rating0_other,0.3333333333333333,0.5,0.6666666666666667,-0.16666666666666669,-0.3333333333333334
prm-6fb0c8f8ee2ebabd,rating0_other,0.3333333333333333,-0.3333333333333333,0.3333333333333334,0.6666666666666666,-1.1102230246251565e-16
prm-4c7b0daf67f174f2,rating0_other,0.0,-0.3333333333333333,-0.6666666666666666,0.3333333333333333,0.6666666666666666
prm-859d5c93d5ea0f57,rating0_other,-0.6666666666666667,0.0,-0.3333333333333333,-0.6666666666666667,-0.3333333333333334
prm-ad9e7fa994103189,rating0_other,0.33333333333333337,0.0,3.700743415417188e-17,0.33333333333333337,0.3333333333333333
prm-0e94635dc190f6f1,rating0_other,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.33333333333333337
prm-1984cb49b132bdb6,rating0_other,0.0,0.0,0.3333333333333334,0.0,-0.3333333333333334
prm-b16889ee222c85e0,rating0_other,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6666666666666666,-0.6666666666666666
prm-e0c68e2f69c92ce1,rating0_other,-0.6666666666666667,0.0,-0.6666666666666666,-0.6666666666666667,-1.1102230246251565e-16
prm-a9976436ac395dce,rating0_other,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
prm-d43403303ce7ca47,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-378914f040c48223,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-f43ad1cb6c3aa6ba,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-2d19813fccf4dac9,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-64bd046dccaa7a10,rating0_other,0.0,0.0,0.0,0.0,0.0
prm-c1d4d174440821f2,rating0_other,0.6666666666666666,0.0,0.0,0.6666666666666666,0.6666666666666666
prm-feab03f43e4af912,rating0_other,-0.33333333333333337,0.0,0.0,-0.33333333333333337,-0.33333333333333337
prm-1989a099acb06f53,rating0_other,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0
prm-f77af5e177e450d9,rating0_other,0.0,0.0,-0.5,0.0,0.5
prm-f5ad90a250e816d4,rating0_other,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333
prm-321715581e0e716b,rating0_other,-0.6666666666666667,0.6666666666666666,-0.3333333333333333,-1.3333333333333335,-0.3333333333333334
prm-4a41ea6ca0473740,rating0_other,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.6666666666666666,-0.3333333333333333
prm-0219e874907d9144,rating0_other,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333334,1.1102230246251565e-16
prm-315d6ba30914293a,rating0_other,0.3333333333333333,-0.3333333333333333,0.3333333333333334,0.6666666666666666,-1.1102230246251565e-16
prm-8d743a4306b744df,rating0_other,0.6666666666666667,0.3333333333333333,0.6666666666666666,0.3333333333333334,1.1102230246251565e-16
prm-f20b3a116ae0c86a,rating0_other,0.33333333333333337,0.0,0.33333333333333337,0.33333333333333337,0.0
prm-6c647c9d900edecf,rating0_other,0.0,0.33333333333333337,0.33333333333333337,-0.33333333333333337,-0.33333333333333337
prm-8be5e8ce53ce132a,rating0_other,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
prm-6eb49d110f10f5c9,rating0_other,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333
prm-60717bf0ef4716f2,rating0_other,0.33333333333333337,0.3333333333333333,3.700743415417188e-17,5.551115123125783e-17,0.3333333333333333
prm-65c1f64f7a99498a,rating1_stable,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-200cc16bd7b20d90,rating1_stable,0.33333333333333337,0.3333333333333333,3.700743415417188e-17,5.551115123125783e-17,0.3333333333333333
prm-def1910362f8da38,rating1_stable,-0.33333333333333337,0.3333333333333333,-0.3333333333333333,-0.6666666666666667,-5.551115123125783e-17
prm-52cd0d7cc6b4cdfc,rating1_stable,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-734c17ddd0cff62a,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-5bd12286ca047ec0,rating1_stable,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-d4926e70a53c8c17,rating1_stable,0.0,-0.3333333333333333,-1.0,0.3333333333333333,1.0
prm-8d9aac49538338f6,rating1_stable,0.33333333333333337,0.0,3.700743415417188e-17,0.33333333333333337,0.3333333333333333
prm-30611e95e1fdab2f,rating1_stable,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-738ac1e91010e501,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-ddb44dca9b82bb3d,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-5699f280aa96d018,rating1_stable,0.33333333333333337,0.0,-0.3333333333333333,0.33333333333333337,0.6666666666666667
prm-d8dd25afa49d220a,rating1_stable,0.33333333333333337,0.6666666666666666,0.3333333333333333,-0.33333333333333326,5.551115123125783e-17
prm-d828d740ba9cd096,rating1_stable,0.33333333333333337,-0.3333333333333333,-0.6666666666666666,0.6666666666666667,1.0
prm-5464f1648525f7ea,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-685fe7b1359fce4f,rating1_stable,0.0,1.0,0.0,-1.0,0.0
prm-db5fb9c45b89211e,rating1_stable,0.0,0.6666666666666666,-0.33333333333333337,-0.6666666666666666,0.33333333333333337
prm-cd2eef413f1492b7,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-78bd280e7dee8d22,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-8bd9e6649bc32eb5,rating1_stable,0.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-7df4ff373ff4bd62,rating1_stable,0.0,1.0,0.0,-1.0,0.0
prm-010e43e3a679e690,rating1_stable,0.33333333333333337,-0.3333333333333333,3.700743415417188e-17,0.6666666666666667,0.3333333333333333
prm-9156dcd21a3e42c0,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-87593f72c0253cec,rating1_stable,-0.6666666666666667,-0.3333333333333333,-0.3333333333333333,-0.3333333333333334,-0.3333333333333334
prm-08ffb439fa587578,rating1_stable,0.3333333333333333,-0.3333333333333333,3.700743415417188e-17,0.6666666666666666,0.33333333333333326
prm-b02cba206762c771,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-7b9dea52f656c0bc,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-00177cb1b6246e3e,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-e8138a79d9f11b5f,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-9f8de872e85deb1c,rating1_stable,0.0,0.0,-0.6666666666666666,0.0,0.6666666666666666
prm-dbc1373a79928aa0,rating1_stable,0.0,0.5,0.33333333333333337,-0.5,-0.33333333333333337
prm-26cc0e5d412214d1,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-16428e60085cafa9,rating1_stable,0.6666666666666667,-0.3333333333333333,0.3333333333333334,1.0,0.3333333333333333
prm-4dbc982a4c31d7d8,rating1_stable,0.0,0.3333333333333333,3.700743415417188e-17,-0.3333333333333333,-3.700743415417188e-17
prm-1590d85cae7720a6,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-7449b3260474567e,rating1_stable,0.0,-1.0,-0.6666666666666666,1.0,0.6666666666666666
prm-91df52b1208ea81d,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-bedcbd8166cb0b0f,rating1_stable,0.33333333333333337,-0.33333333333333337,0.0,0.6666666666666667,0.33333333333333337
prm-64828b0b15ca157c,rating1_stable,0.0,0.0,0.0,0.0,0.0
prm-b59d428fdeb2db81,rating1_stable,0.0,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333
prm-15473e963522ff7f,rating1_other,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
prm-cfef1e0669eb8eee,rating1_other,0.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333
prm-02ed1bb8af1a120d,rating1_other,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-cb4a5cbf9bb5b458,rating1_other,0.0,0.0,-0.3333333333333333,0.0,0.3333333333333333
prm-c1da18d5eb32eafe,rating1_other,0.0,0.0,0.0,0.0,0.0
prm-ca8fbd8bc5e76268,rating1_other,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
prm-9df86fcdc40baf88,rating1_other,0.0,0.0,0.0,0.0,0.0
prm-1032a7112c293158,rating1_other,0.0,0.0,0.0,0.0,0.0
prm-fea1ec494dc61cd4,rating1_other,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
prm-6a5663499dcdfb6e,rating1_other,0.0,0.3333333333333333,0.0,-0.3333333333333333,0.0
