step_id,problem_id,run_id,pair_id,fold,prm_rating,step_type_analysis,position_bin,target_tokens,prefix_tokens,control_correct_frequency,control_correct,target_correct,danger_outcome,benefit_outcome
prm-734c17ddd0cff62a,problem-6c70163ce817add4,4,prm-734c17ddd0cff62a|run4,3,1,essential,early,24,401,4/4,1,1,0,0
prm-0cbc0287aab226af,problem-5932169135a7e725,1,prm-0cbc0287aab226af|run1,4,0,harmful,middle,34,485,2/4,1,0,1,0
prm-0cbc0287aab226af,problem-5932169135a7e725,2,prm-0cbc0287aab226af|run2,4,0,harmful,middle,34,485,2/4,1,0,1,0
prm-0cbc0287aab226af,problem-5932169135a7e725,3,prm-0cbc0287aab226af|run3,4,0,harmful,middle,34,485,2/4,0,0,0,0
prm-0cbc0287aab226af,problem-5932169135a7e725,4,prm-0cbc0287aab226af|run4,4,0,harmful,middle,34,485,2/4,0,0,0,0
prm-bfc1c5c3c815660c,problem-f604ddc238c9c584,1,prm-bfc1c5c3c815660c|run1,0,-1,harmful,early,26,658,4/4,1,1,0,0
prm-bfc1c5c3c815660c,problem-f604ddc238c9c584,2,prm-bfc1c5c3c815660c|run2,0,-1,harmful,early,26,658,4/4,1,1,0,0
prm-bfc1c5c3c815660c,problem-f604ddc238c9c584,3,prm-bfc1c5c3c815660c|run3,0,-1,harmful,early,26,658,4/4,1,1,0,0
prm-bfc1c5c3c815660c,problem-f604ddc238c9c584,4,prm-bfc1c5c3c815660c|run4,0,-1,harmful,early,26,658,4/4,1,1,0,0
prm-5464f1648525f7ea,problem-86e623556487463d,1,prm-5464f1648525f7ea|run1,0,1,essential,middle,44,459,4/4,1,1,0,0
prm-5464f1648525f7ea,problem-86e623556487463d,2,prm-5464f1648525f7ea|run2,0,1,essential,middle,44,459,4/4,1,1,0,0
prm-5464f1648525f7ea,problem-86e623556487463d,3,prm-5464f1648525f7ea|run3,0,1,essential,middle,44,459,4/4,1,1,0,0
prm-5464f1648525f7ea,problem-86e623556487463d,4,prm-5464f1648525f7ea|run4,0,1,essential,middle,44,459,4/4,1,1,0,0
prm-7a2c9794408559fd,problem-9c713fb13ae435bf,1,prm-7a2c9794408559fd|run1,4,1,redundant,late,9,581,4/4,1,1,0,0
prm-7a2c9794408559fd,problem-9c713fb13ae435bf,2,prm-7a2c9794408559fd|run2,4,1,redundant,late,9,581,4/4,1,1,0,0
prm-7a2c9794408559fd,problem-9c713fb13ae435bf,3,prm-7a2c9794408559fd|run3,4,1,redundant,late,9,581,4/4,1,1,0,0
prm-7a2c9794408559fd,problem-9c713fb13ae435bf,4,prm-7a2c9794408559fd|run4,4,1,redundant,late,9,581,4/4,1,1,0,0
prm-526e2011568d24e6,problem-f5c172c898474116,1,prm-526e2011568d24e6|run1,1,1,essential,middle,52,414,4/4,1,1,0,0
prm-526e2011568d24e6,problem-f5c172c898474116,2,prm-526e2011568d24e6|run2,1,1,essential,middle,52,414,4/4,1,1,0,0
prm-526e2011568d24e6,problem-f5c172c898474116,3,prm-526e2011568d24e6|run3,1,1,essential,middle,52,414,4/4,1,1,0,0
prm-526e2011568d24e6,problem-f5c172c898474116,4,prm-526e2011568d24e6|run4,1,1,essential,middle,52,414,4/4,1,1,0,0
prm-010e43e3a679e690,problem-a325f288a314fe56,1,prm-010e43e3a679e690|run1,3,1,essential,middle,30,324,4/4,1,1,0,0
prm-010e43e3a679e690,problem-a325f288a314fe56,2,prm-010e43e3a679e690|run2,3,1,essential,middle,30,324,4/4,1,1,0,0
prm-010e43e3a679e690,problem-a325f288a314fe56,3,prm-010e43e3a679e690|run3,3,1,essential,middle,30,324,4/4,1,1,0,0
prm-010e43e3a679e690,problem-a325f288a314fe56,4,prm-010e43e3a679e690|run4,3,1,essential,middle,30,324,4/4,1,1,0,0
prm-8866ba0f5b250195,problem-ca5be300c2084b2c,1,prm-8866ba0f5b250195|run1,0,-1,harmful,middle,129,641,0/4,0,0,0,0
prm-8866ba0f5b250195,problem-ca5be300c2084b2c,2,prm-8866ba0f5b250195|run2,0,-1,harmful,middle,129,641,0/4,0,0,0,0
prm-8866ba0f5b250195,problem-ca5be300c2084b2c,3,prm-8866ba0f5b250195|run3,0,-1,harmful,middle,129,641,0/4,0,0,0,0
prm-8866ba0f5b250195,problem-ca5be300c2084b2c,4,prm-8866ba0f5b250195|run4,0,-1,harmful,middle,129,641,0/4,0,0,0,0
prm-9c4e4a7aac1b200e,problem-498bac6c50d80f1b,1,prm-9c4e4a7aac1b200e|run1,0,-1,harmful,middle,44,538,0/4,0,1,0,1
prm-9c4e4a7aac1b200e,problem-498bac6c50d80f1b,2,prm-9c4e4a7aac1b200e|run2,0,-1,harmful,middle,44,538,0/4,0,0,0,0
prm-9c4e4a7aac1b200e,problem-498bac6c50d80f1b,3,prm-9c4e4a7aac1b200e|run3,0,-1,harmful,middle,44,538,0/4,0,1,0,1
prm-9c4e4a7aac1b200e,problem-498bac6c50d80f1b,4,prm-9c4e4a7aac1b200e|run4,0,-1,harmful,middle,44,538,0/4,0,1,0,1
prm-75ab2c1847631c14,problem-c4f4fd84bb522f70,1,prm-75ab2c1847631c14|run1,2,0,redundant,middle,20,419,4/4,1,1,0,0
prm-75ab2c1847631c14,problem-c4f4fd84bb522f70,2,prm-75ab2c1847631c14|run2,2,0,redundant,middle,20,419,4/4,1,1,0,0
prm-75ab2c1847631c14,problem-c4f4fd84bb522f70,3,prm-75ab2c1847631c14|run3,2,0,redundant,middle,20,419,4/4,1,1,0,0
prm-75ab2c1847631c14,problem-c4f4fd84bb522f70,4,prm-75ab2c1847631c14|run4,2,0,redundant,middle,20,419,4/4,1,1,0,0
prm-8b05d5d648e57f29,problem-ab8474b5c891f6bb,1,prm-8b05d5d648e57f29|run1,0,-1,harmful,late,27,1022,0/4,0,0,0,0
prm-8b05d5d648e57f29,problem-ab8474b5c891f6bb,2,prm-8b05d5d648e57f29|run2,0,-1,harmful,late,27,1022,0/4,0,0,0,0
prm-8b05d5d648e57f29,problem-ab8474b5c891f6bb,3,prm-8b05d5d648e57f29|run3,0,-1,harmful,late,27,1022,0/4,0,0,0,0
prm-8b05d5d648e57f29,problem-ab8474b5c891f6bb,4,prm-8b05d5d648e57f29|run4,0,-1,harmful,late,27,1022,0/4,0,0,0,0
prm-dc55f1d7dc4e178f,problem-e684634d63b6e43e,1,prm-dc55f1d7dc4e178f|run1,2,-1,harmful,middle,38,480,0/4,0,1,0,1
prm-dc55f1d7dc4e178f,problem-e684634d63b6e43e,2,prm-dc55f1d7dc4e178f|run2,2,-1,harmful,middle,38,480,0/4,0,1,0,1
prm-dc55f1d7dc4e178f,problem-e684634d63b6e43e,3,prm-dc55f1d7dc4e178f|run3,2,-1,harmful,middle,38,480,0/4,0,1,0,1
prm-dc55f1d7dc4e178f,problem-e684634d63b6e43e,4,prm-dc55f1d7dc4e178f|run4,2,-1,harmful,middle,38,480,0/4,0,1,0,1
prm-0a02ab06b394a416,problem-5d38b315c24ca703,1,prm-0a02ab06b394a416|run1,3,1,essential,early,22,372,3/4,1,0,1,0
prm-0a02ab06b394a416,problem-5d38b315c24ca703,2,prm-0a02ab06b394a416|run2,3,1,essential,early,22,372,3/4,1,0,1,0
prm-0a02ab06b394a416,problem-5d38b315c24ca703,3,prm-0a02ab06b394a416|run3,3,1,essential,early,22,372,3/4,1,1,0,0
prm-0a02ab06b394a416,problem-5d38b315c24ca703,4,prm-0a02ab06b394a416|run4,3,1,essential,early,22,372,3/4,0,0,0,0
prm-dbc12362d53ec14f,problem-7402b093e77ab835,1,prm-dbc12362d53ec14f|run1,3,1,redundant,early,17,307,4/4,1,1,0,0
prm-dbc12362d53ec14f,problem-7402b093e77ab835,2,prm-dbc12362d53ec14f|run2,3,1,redundant,early,17,307,4/4,1,1,0,0
prm-dbc12362d53ec14f,problem-7402b093e77ab835,3,prm-dbc12362d53ec14f|run3,3,1,redundant,early,17,307,4/4,1,1,0,0
prm-dbc12362d53ec14f,problem-7402b093e77ab835,4,prm-dbc12362d53ec14f|run4,3,1,redundant,early,17,307,4/4,1,1,0,0
prm-8bf0d8a37d2eb018,problem-bf1b475d2d82a865,1,prm-8bf0d8a37d2eb018|run1,1,1,harmful,early,46,393,0/4,0,0,0,0
prm-8bf0d8a37d2eb018,problem-bf1b475d2d82a865,2,prm-8bf0d8a37d2eb018|run2,1,1,harmful,early,46,393,0/4,0,0,0,0
prm-8bf0d8a37d2eb018,problem-bf1b475d2d82a865,3,prm-8bf0d8a37d2eb018|run3,1,1,harmful,early,46,393,0/4,0,0,0,0
prm-8bf0d8a37d2eb018,problem-bf1b475d2d82a865,4,prm-8bf0d8a37d2eb018|run4,1,1,harmful,early,46,393,0/4,0,0,0,0
prm-bedcbd8166cb0b0f,problem-d66a40c796e80963,1,prm-bedcbd8166cb0b0f|run1,3,1,essential,late,41,401,4/4,1,1,0,0
prm-bedcbd8166cb0b0f,problem-d66a40c796e80963,2,prm-bedcbd8166cb0b0f|run2,3,1,essential,late,41,401,4/4,1,1,0,0
prm-bedcbd8166cb0b0f,problem-d66a40c796e80963,3,prm-bedcbd8166cb0b0f|run3,3,1,essential,late,41,401,4/4,1,1,0,0
prm-bedcbd8166cb0b0f,problem-d66a40c796e80963,4,prm-bedcbd8166cb0b0f|run4,3,1,essential,late,41,401,4/4,1,1,0,0
prm-859d5c93d5ea0f57,problem-4eb54cd64aed6e3c,1,prm-859d5c93d5ea0f57|run1,1,0,harmful,middle,47,604,0/4,0,1,0,1
prm-859d5c93d5ea0f57,problem-4eb54cd64aed6e3c,2,prm-859d5c93d5ea0f57|run2,1,0,harmful,middle,47,604,0/4,0,1,0,1
prm-859d5c93d5ea0f57,problem-4eb54cd64aed6e3c,3,prm-859d5c93d5ea0f57|run3,1,0,harmful,middle,47,604,0/4,0,1,0,1
prm-859d5c93d5ea0f57,problem-4eb54cd64aed6e3c,4,prm-859d5c93d5ea0f57|run4,1,0,harmful,middle,47,604,0/4,0,1,0,1
prm-44f81fba1d026488,problem-9c621effde8b49ca,1,prm-44f81fba1d026488|run1,2,0,redundant,middle,50,631,4/4,1,1,0,0
prm-44f81fba1d026488,problem-9c621effde8b49ca,2,prm-44f81fba1d026488|run2,2,0,redundant,middle,50,631,4/4,1,1,0,0
prm-44f81fba1d026488,problem-9c621effde8b49ca,3,prm-44f81fba1d026488|run3,2,0,redundant,middle,50,631,4/4,1,1,0,0
prm-44f81fba1d026488,problem-9c621effde8b49ca,4,prm-44f81fba1d026488|run4,2,0,redundant,middle,50,631,4/4,1,1,0,0
prm-0835351a60d3a191,problem-7b5a516cad6a7a6d,1,prm-0835351a60d3a191|run1,2,1,essential,early,44,450,2/4,0,0,0,0
prm-0835351a60d3a191,problem-7b5a516cad6a7a6d,2,prm-0835351a60d3a191|run2,2,1,essential,early,44,450,2/4,0,0,0,0
prm-0835351a60d3a191,problem-7b5a516cad6a7a6d,3,prm-0835351a60d3a191|run3,2,1,essential,early,44,450,2/4,1,0,1,0
prm-0835351a60d3a191,problem-7b5a516cad6a7a6d,4,prm-0835351a60d3a191|run4,2,1,essential,early,44,450,2/4,1,0,1,0
prm-87593f72c0253cec,problem-32b099c0f5aec3b1,1,prm-87593f72c0253cec|run1,1,1,essential,middle,30,597,4/4,1,1,0,0
prm-87593f72c0253cec,problem-32b099c0f5aec3b1,2,prm-87593f72c0253cec|run2,1,1,essential,middle,30,597,4/4,1,1,0,0
prm-87593f72c0253cec,problem-32b099c0f5aec3b1,3,prm-87593f72c0253cec|run3,1,1,essential,middle,30,597,4/4,1,1,0,0
prm-87593f72c0253cec,problem-32b099c0f5aec3b1,4,prm-87593f72c0253cec|run4,1,1,essential,middle,30,597,4/4,1,1,0,0
prm-6ecf2965f1e68c18,problem-9e0b1d33f87ca8ab,1,prm-6ecf2965f1e68c18|run1,2,0,redundant,middle,59,371,3/4,1,0,1,0
prm-6ecf2965f1e68c18,problem-9e0b1d33f87ca8ab,2,prm-6ecf2965f1e68c18|run2,2,0,redundant,middle,59,371,3/4,1,0,1,0
prm-6ecf2965f1e68c18,problem-9e0b1d33f87ca8ab,3,prm-6ecf2965f1e68c18|run3,2,0,redundant,middle,59,371,3/4,1,0,1,0
prm-6ecf2965f1e68c18,problem-9e0b1d33f87ca8ab,4,prm-6ecf2965f1e68c18|run4,2,0,redundant,middle,59,371,3/4,0,0,0,0
prm-14e2f6c826426674,problem-8e94732caeed5f9b,1,prm-14e2f6c826426674|run1,0,0,redundant,early,28,415,4/4,1,1,0,0
prm-14e2f6c826426674,problem-8e94732caeed5f9b,2,prm-14e2f6c826426674|run2,0,0,redundant,early,28,415,4/4,1,1,0,0
prm-14e2f6c826426674,problem-8e94732caeed5f9b,3,prm-14e2f6c826426674|run3,0,0,redundant,early,28,415,4/4,1,1,0,0
prm-14e2f6c826426674,problem-8e94732caeed5f9b,4,prm-14e2f6c826426674|run4,0,0,redundant,early,28,415,4/4,1,1,0,0
prm-2d92ce0491f2f56a,problem-5d4e128b653312de,1,prm-2d92ce0491f2f56a|run1,2,1,essential,middle,36,440,3/4,1,1,0,0
prm-2d92ce0491f2f56a,problem-5d4e128b653312de,2,prm-2d92ce0491f2f56a|run2,2,1,essential,middle,36,440,3/4,1,1,0,0
prm-2d92ce0491f2f56a,problem-5d4e128b653312de,3,prm-2d92ce0491f2f56a|run3,2,1,essential,middle,36,440,3/4,1,1,0,0
prm-2d92ce0491f2f56a,problem-5d4e128b653312de,4,prm-2d92ce0491f2f56a|run4,2,1,essential,middle,36,440,3/4,0,1,0,1
prm-666a954e3bca4a2f,problem-9d135f320cbe07b9,1,prm-666a954e3bca4a2f|run1,2,1,essential,late,33,548,3/4,1,0,1,0
prm-666a954e3bca4a2f,problem-9d135f320cbe07b9,2,prm-666a954e3bca4a2f|run2,2,1,essential,late,33,548,3/4,1,0,1,0
prm-666a954e3bca4a2f,problem-9d135f320cbe07b9,3,prm-666a954e3bca4a2f|run3,2,1,essential,late,33,548,3/4,1,0,1,0
prm-666a954e3bca4a2f,problem-9d135f320cbe07b9,4,prm-666a954e3bca4a2f|run4,2,1,essential,late,33,548,3/4,0,0,0,0
prm-6eb49d110f10f5c9,problem-116237dfe3dbfe5a,1,prm-6eb49d110f10f5c9|run1,2,0,harmful,late,47,473,0/4,0,0,0,0
prm-6eb49d110f10f5c9,problem-116237dfe3dbfe5a,2,prm-6eb49d110f10f5c9|run2,2,0,harmful,late,47,473,0/4,0,0,0,0
prm-6eb49d110f10f5c9,problem-116237dfe3dbfe5a,3,prm-6eb49d110f10f5c9|run3,2,0,harmful,late,47,473,0/4,0,0,0,0
prm-6eb49d110f10f5c9,problem-116237dfe3dbfe5a,4,prm-6eb49d110f10f5c9|run4,2,0,harmful,late,47,473,0/4,0,1,0,1
prm-695b2bd8829139af,problem-f83aecab9faccb6c,1,prm-695b2bd8829139af|run1,3,-1,harmful,early,58,477,0/4,0,0,0,0
prm-695b2bd8829139af,problem-f83aecab9faccb6c,2,prm-695b2bd8829139af|run2,3,-1,harmful,early,58,477,0/4,0,0,0,0
prm-695b2bd8829139af,problem-f83aecab9faccb6c,3,prm-695b2bd8829139af|run3,3,-1,harmful,early,58,477,0/4,0,0,0,0
prm-695b2bd8829139af,problem-f83aecab9faccb6c,4,prm-695b2bd8829139af|run4,3,-1,harmful,early,58,477,0/4,0,0,0,0
prm-14c0129055d497b2,problem-f75c04ea2e983a23,1,prm-14c0129055d497b2|run1,2,1,essential,late,10,579,4/4,1,1,0,0
prm-14c0129055d497b2,problem-f75c04ea2e983a23,2,prm-14c0129055d497b2|run2,2,1,essential,late,10,579,4/4,1,1,0,0
prm-14c0129055d497b2,problem-f75c04ea2e983a23,3,prm-14c0129055d497b2|run3,2,1,essential,late,10,579,4/4,1,1,0,0
prm-14c0129055d497b2,problem-f75c04ea2e983a23,4,prm-14c0129055d497b2|run4,2,1,essential,late,10,579,4/4,1,1,0,0
prm-d987eb66b5f962dd,problem-89ee4e5ddd25b8e0,1,prm-d987eb66b5f962dd|run1,2,1,harmful,middle,40,513,0/4,0,1,0,1
prm-d987eb66b5f962dd,problem-89ee4e5ddd25b8e0,2,prm-d987eb66b5f962dd|run2,2,1,harmful,middle,40,513,0/4,0,1,0,1
prm-d987eb66b5f962dd,problem-89ee4e5ddd25b8e0,3,prm-d987eb66b5f962dd|run3,2,1,harmful,middle,40,513,0/4,0,1,0,1
prm-d987eb66b5f962dd,problem-89ee4e5ddd25b8e0,4,prm-d987eb66b5f962dd|run4,2,1,harmful,middle,40,513,0/4,0,0,0,0
prm-372caf3f76fece1c,problem-cf3312d83cf0bc46,1,prm-372caf3f76fece1c|run1,1,0,essential,late,10,408,0/4,0,0,0,0
prm-372caf3f76fece1c,problem-cf3312d83cf0bc46,2,prm-372caf3f76fece1c|run2,1,0,essential,late,10,408,0/4,0,0,0,0
prm-372caf3f76fece1c,problem-cf3312d83cf0bc46,3,prm-372caf3f76fece1c|run3,1,0,essential,late,10,408,0/4,0,0,0,0
prm-372caf3f76fece1c,problem-cf3312d83cf0bc46,4,prm-372caf3f76fece1c|run4,1,0,essential,late,10,408,0/4,0,0,0,0
prm-9a884b78e7527ff9,problem-4928f50ac88f7a16,1,prm-9a884b78e7527ff9|run1,1,-1,harmful,middle,41,488,4/4,1,1,0,0
prm-9a884b78e7527ff9,problem-4928f50ac88f7a16,2,prm-9a884b78e7527ff9|run2,1,-1,harmful,middle,41,488,4/4,1,1,0,0
prm-9a884b78e7527ff9,problem-4928f50ac88f7a16,3,prm-9a884b78e7527ff9|run3,1,-1,harmful,middle,41,488,4/4,1,1,0,0
prm-9a884b78e7527ff9,problem-4928f50ac88f7a16,4,prm-9a884b78e7527ff9|run4,1,-1,harmful,middle,41,488,4/4,1,1,0,0
prm-236816577f8edaf6,problem-f6faf09783c45a37,1,prm-236816577f8edaf6|run1,0,1,essential,early,35,316,4/4,1,1,0,0
prm-236816577f8edaf6,problem-f6faf09783c45a37,2,prm-236816577f8edaf6|run2,0,1,essential,early,35,316,4/4,1,0,1,0
prm-236816577f8edaf6,problem-f6faf09783c45a37,3,prm-236816577f8edaf6|run3,0,1,essential,early,35,316,4/4,1,0,1,0
prm-236816577f8edaf6,problem-f6faf09783c45a37,4,prm-236816577f8edaf6|run4,0,1,essential,early,35,316,4/4,1,0,1,0
prm-9f3753744da09c38,problem-81dd044c95a0fca3,1,prm-9f3753744da09c38|run1,0,-1,harmful,middle,26,576,0/4,0,0,0,0
prm-9f3753744da09c38,problem-81dd044c95a0fca3,2,prm-9f3753744da09c38|run2,0,-1,harmful,middle,26,576,0/4,0,0,0,0
prm-9f3753744da09c38,problem-81dd044c95a0fca3,3,prm-9f3753744da09c38|run3,0,-1,harmful,middle,26,576,0/4,0,0,0,0
prm-9f3753744da09c38,problem-81dd044c95a0fca3,4,prm-9f3753744da09c38|run4,0,-1,harmful,middle,26,576,0/4,0,0,0,0
prm-f80db588fbe79fa9,problem-3b95366916efe8e8,1,prm-f80db588fbe79fa9|run1,4,1,harmful,middle,45,617,4/4,1,1,0,0
prm-f80db588fbe79fa9,problem-3b95366916efe8e8,2,prm-f80db588fbe79fa9|run2,4,1,harmful,middle,45,617,4/4,1,1,0,0
prm-f80db588fbe79fa9,problem-3b95366916efe8e8,3,prm-f80db588fbe79fa9|run3,4,1,harmful,middle,45,617,4/4,1,1,0,0
prm-f80db588fbe79fa9,problem-3b95366916efe8e8,4,prm-f80db588fbe79fa9|run4,4,1,harmful,middle,45,617,4/4,1,1,0,0
prm-32b52a14659d1e3f,problem-89f1d351159d3b1e,1,prm-32b52a14659d1e3f|run1,2,-1,redundant,early,42,328,4/4,1,1,0,0
prm-32b52a14659d1e3f,problem-89f1d351159d3b1e,2,prm-32b52a14659d1e3f|run2,2,-1,redundant,early,42,328,4/4,1,1,0,0
prm-32b52a14659d1e3f,problem-89f1d351159d3b1e,3,prm-32b52a14659d1e3f|run3,2,-1,redundant,early,42,328,4/4,1,1,0,0
prm-32b52a14659d1e3f,problem-89f1d351159d3b1e,4,prm-32b52a14659d1e3f|run4,2,-1,redundant,early,42,328,4/4,1,1,0,0
prm-12c0e402310b4521,problem-f63d2aeb1dcb4877,1,prm-12c0e402310b4521|run1,0,1,redundant,late,19,541,3/4,1,1,0,0
prm-12c0e402310b4521,problem-f63d2aeb1dcb4877,2,prm-12c0e402310b4521|run2,0,1,redundant,late,19,541,3/4,0,1,0,1
prm-12c0e402310b4521,problem-f63d2aeb1dcb4877,3,prm-12c0e402310b4521|run3,0,1,redundant,late,19,541,3/4,1,1,0,0
prm-12c0e402310b4521,problem-f63d2aeb1dcb4877,4,prm-12c0e402310b4521|run4,0,1,redundant,late,19,541,3/4,1,1,0,0
prm-2c6c822e00040ba8,problem-bf1b475d2d82a865,1,prm-2c6c822e00040ba8|run1,1,-1,harmful,late,16,765,0/4,0,0,0,0
prm-2c6c822e00040ba8,problem-bf1b475d2d82a865,2,prm-2c6c822e00040ba8|run2,1,-1,harmful,late,16,765,0/4,0,0,0,0
prm-2c6c822e00040ba8,problem-bf1b475d2d82a865,3,prm-2c6c822e00040ba8|run3,1,-1,harmful,late,16,765,0/4,0,0,0,0
prm-2c6c822e00040ba8,problem-bf1b475d2d82a865,4,prm-2c6c822e00040ba8|run4,1,-1,harmful,late,16,765,0/4,0,0,0,0
prm-6a6a0bdb19ba41d4,problem-5567e2ebab5e0f67,1,prm-6a6a0bdb19ba41d4|run1,0,0,redundant,late,24,744,4/4,1,1,0,0
prm-6a6a0bdb19ba41d4,problem-5567e2ebab5e0f67,2,prm-6a6a0bdb19ba41d4|run2,0,0,redundant,late,24,744,4/4,1,1,0,0
prm-6a6a0bdb19ba41d4,problem-5567e2ebab5e0f67,3,prm-6a6a0bdb19ba41d4|run3,0,0,redundant,late,24,744,4/4,1,1,0,0
prm-6a6a0bdb19ba41d4,problem-5567e2ebab5e0f67,4,prm-6a6a0bdb19ba41d4|run4,0,0,redundant,late,24,744,4/4,1,1,0,0
prm-e46e6f9adff3443b,problem-5b29870e6b483cee,1,prm-e46e6f9adff3443b|run1,2,1,essential,late,14,436,4/4,1,1,0,0
prm-e46e6f9adff3443b,problem-5b29870e6b483cee,2,prm-e46e6f9adff3443b|run2,2,1,essential,late,14,436,4/4,1,1,0,0
