step_id,problem_id,m2_cell,prm_rating,step_type_human_calibrated,position_bin,control_correct_count,placebo_eligible,qwen_target_effect,qwen_pure_semantic_effect
prm-a8f0f0d569ae9708,problem-eee898cfa2cd6785,rating-1_anchor,-1,harmful,late,0,1,1.0000,0.5000
prm-39445cabc3c247f3,problem-89f1d351159d3b1e,rating-1_anchor,-1,harmful,late,0,1,0.0000,-0.2500
prm-2cb8f0ea41668c12,problem-607ec7f40a3b19a9,rating-1_anchor,-1,harmful,late,0,1,0.0000,-0.3333
prm-a89889ad37cbc7e2,problem-3e3197b5f708b626,rating-1_anchor,-1,harmful,late,4,1,0.0000,0.0000
prm-a304fbad5368565d,problem-edc76d80b3d26c0a,rating-1_anchor,-1,harmful,late,1,1,0.7500,0.5000
prm-3e4ac009eae25363,problem-71eae2be9ad19da7,rating-1_anchor,-1,harmful,late,0,1,1.0000,0.5000
prm-f1c09b6fd89155cf,problem-310d3a0451c5bb4a,rating-1_anchor,-1,harmful,late,2,1,0.5000,0.0000
prm-17ba4f9e4d89154f,problem-e8bbc51e4f0cedba,rating-1_anchor,-1,harmful,late,0,1,1.0000,0.0000
prm-3d9ad8daca3b8faa,problem-d7d47865fbb51ce6,rating-1_anchor,-1,harmful,late,4,1,0.0000,0.5000
prm-2f5e5f1e6dacb0f7,problem-ded0ffd3643d0130,rating-1_anchor,-1,harmful,late,0,1,1.0000,0.0000
prm-b8457436293d4e60,problem-92992c0e162b3d6d,rating-1_anchor,-1,harmful,late,0,1,0.0000,-1.0000
prm-bf79591055298bcd,problem-d051c7975db227d7,rating-1_anchor,-1,harmful,late,0,1,0.0000,0.0000
prm-677329b0cf4a5ef0,problem-bf1b475d2d82a865,rating-1_anchor,-1,harmful,late,0,1,0.0000,0.0000
prm-656a46c9640db820,problem-24b6ac402f7f606f,rating0_stable,0,redundant,early,4,1,-0.7500,-0.4167
prm-a3a05daf8f16a52f,problem-4639686b328fdf30,rating0_stable,0,essential,early,4,1,-1.0000,-0.7500
prm-27e89528dea4c565,problem-34876d45164544f1,rating0_stable,0,redundant,early,4,1,0.0000,0.0000
prm-0914b22e28651211,problem-bdd65b73583a5484,rating0_stable,0,redundant,early,4,1,-1.0000,-1.0000
prm-015f040f29e2b298,problem-d308b5bba1d4e738,rating0_stable,0,redundant,early,4,1,-1.0000,-0.5000
prm-7c4b728ac8b7ff8c,problem-3d1f09ed5cfd53dc,rating0_stable,0,redundant,early,4,1,0.0000,0.5000
prm-932de7bca0e7c93d,problem-42517366b010dd6b,rating0_stable,0,essential,early,4,1,-0.2500,0.5000
prm-9b09489564767b9d,problem-fa8130795d8510ae,rating0_stable,0,essential,early,4,1,0.0000,1.0000
prm-bda20d3dc84e4528,problem-2ca7e059eeb0b7dd,rating0_stable,0,redundant,early,4,1,0.0000,0.0000
prm-b659045eab2bbc92,problem-c4f4fd84bb522f70,rating0_stable,0,redundant,early,4,1,0.0000,0.0000
prm-49db7302a176b729,problem-59b3380466ff1adb,rating0_stable,0,redundant,early,4,1,-0.5000,-0.5000
prm-a774fd18d4116fb7,problem-7f472ed5afd0fbc0,rating0_stable,0,redundant,early,4,1,0.0000,0.5000
prm-4376ee5dd1ec051f,problem-e560d5cf6d3fecc5,rating0_stable,0,redundant,early,4,1,-0.5000,0.5000
prm-a1de62b9ef1cf246,problem-d699cb734c33a748,rating0_stable,0,essential,early,4,1,-1.0000,0.0000
prm-a8a8bda6701d4be2,problem-a66962fe3ac65ca5,rating0_stable,0,harmful,middle,4,1,-0.2500,0.7500
prm-317d37656fcc5ddd,problem-24416ee05263b731,rating0_stable,0,essential,middle,4,1,0.0000,0.0000
prm-24d79d07da1abeb8,problem-ecf5fa925de2e2ec,rating0_stable,0,essential,middle,4,1,0.0000,0.5000
prm-6a11cd36a6d48aac,problem-983cb8f8902a7887,rating0_stable,0,essential,middle,4,1,-0.7500,-0.7500
prm-e4c8f952bd2bcb69,problem-59b3380466ff1adb,rating0_stable,0,essential,middle,4,1,0.0000,0.2500
prm-9ef4a4362f8a777c,problem-edc76d80b3d26c0a,rating0_stable,0,essential,middle,4,1,0.0000,0.0000
prm-c796e9f10b13c8d1,problem-6fe518888bc76580,rating0_stable,0,essential,middle,4,1,0.0000,0.0000
prm-6340032015881710,problem-ad5b14b23ed9a9ea,rating0_stable,0,redundant,middle,4,1,0.0000,0.0000
prm-ac91d34d7871bcbc,problem-f63d2aeb1dcb4877,rating0_stable,0,essential,middle,4,1,-0.7500,0.2500
prm-762ceff54735d7f1,problem-34876d45164544f1,rating0_stable,0,redundant,middle,4,1,0.0000,0.0000
prm-ab1c7130781f0c6b,problem-d699cb734c33a748,rating0_stable,0,harmful,middle,4,1,-1.0000,-0.5000
prm-977f248f4b7b1084,problem-71eae2be9ad19da7,rating0_stable,0,redundant,middle,4,1,-0.2500,-0.2500
prm-059a20c710a38a1d,problem-5acc6365946cc933,rating0_stable,0,essential,middle,4,1,0.0000,0.0000
prm-3b8fc6d3080aade1,problem-498bac6c50d80f1b,rating0_stable,0,redundant,late,4,1,0.0000,0.3333
prm-05db80661c2eea87,problem-ca9cbef015dfaab2,rating0_stable,0,harmful,late,4,1,0.0000,0.0000
prm-6f55f9ad3924eda5,problem-6c70163ce817add4,rating0_stable,0,redundant,late,4,1,0.0000,0.2500
prm-4dece02217f93500,problem-c0364fc64487e4ec,rating0_stable,0,redundant,late,4,1,-0.7500,-0.7500
prm-4f8665f0a19739c3,problem-48e7b5d5a1bb68e8,rating0_stable,0,harmful,late,4,1,0.0000,0.0000
prm-f8d5e2b8c3ae4947,problem-32b099c0f5aec3b1,rating0_stable,0,redundant,late,4,1,0.0000,0.0000
prm-7616aa089b45809c,problem-9762de06228ca9c9,rating0_stable,0,essential,late,4,1,0.0000,0.0000
prm-eb13f69f057980c9,problem-ad5b14b23ed9a9ea,rating0_stable,0,redundant,late,4,1,0.0000,0.0000
prm-2ec389700747f531,problem-9377eb1958837bb7,rating0_stable,0,redundant,late,4,1,0.0000,0.2500
prm-9d4dfc92d2809bdb,problem-9762de06228ca9c9,rating0_stable,0,essential,late,4,1,0.0000,0.0000
prm-b5f8d24593f1e708,problem-ca9cbef015dfaab2,rating0_stable,0,redundant,late,4,1,0.0000,0.0000
prm-36e206fe8afae4f8,problem-b85cd3a0d61d8d2a,rating0_stable,0,redundant,late,4,1,0.0000,0.0000
prm-b4b221e907450223,problem-9762de06228ca9c9,rating0_stable,0,redundant,late,4,1,0.0000,0.0000
prm-9b1fccc8cdbe2d3c,problem-96a8c62f9c87bbff,rating0_other,0,essential,early,0,1,0.0000,0.0000
prm-2e47da03eaad232d,problem-c16492850cbf8813,rating0_other,0,redundant,early,3,1,0.2500,0.0000
prm-0ff002313a594db0,problem-fc0a8c355d6080a0,rating0_other,0,redundant,early,0,1,1.0000,0.0000
prm-da9a80d73183841e,problem-71fc61f49bcfcd8f,rating0_other,0,redundant,early,1,1,0.2500,-0.2500
prm-a625e035a295d2bd,problem-cb95bc64c75cf167,rating0_other,0,essential,early,2,1,0.5000,1.0000
prm-bc4cdb54673acb6b,problem-4639686b328fdf30,rating0_other,0,redundant,early,0,1,0.0000,-0.2500
prm-b4172ae8c86b6f76,problem-d3610a7a74514575,rating0_other,0,redundant,early,1,1,0.7500,0.7500
prm-b1b1d1fed6ca6e88,problem-88bd1d429ff4da88,rating0_other,0,redundant,early,0,1,0.0000,-0.2500
prm-e5b42c42ddfdfe89,problem-72d9cb6397e8c5fb,rating0_other,0,redundant,early,1,1,0.7500,1.0000
prm-dc919cb80f6423eb,problem-57d488b1dac9c921,rating0_other,0,redundant,early,0,1,0.0000,0.0000
prm-d14414ada709f204,problem-6bb3caecbae2a0c3,rating0_other,0,redundant,early,0,1,0.7500,0.2500
prm-27543090e207be07,problem-29b2b39dd7862f9d,rating0_other,0,essential,early,0,1,0.0000,-1.0000
prm-ca096eb77c3d707b,problem-108f81538ad8d2c1,rating0_other,0,redundant,early,0,1,0.7500,0.7500
prm-297fe2bd5193998f,problem-89ee4e5ddd25b8e0,rating0_other,0,redundant,early,0,1,0.0000,0.0000
prm-11c64fcd9adf9a8d,problem-4e48831b718f7ba2,rating0_other,0,harmful,early,0,1,0.0000,0.0000
prm-090c92a536a6f7cf,problem-86dafa426d0346e1,rating0_other,0,redundant,early,0,1,0.2500,0.2500
prm-64c48353bed266ed,problem-07f83eec628533b9,rating0_other,0,redundant,early,1,1,0.2500,-0.5000
prm-6c8f717ff62b444b,problem-29b2b39dd7862f9d,rating0_other,0,essential,early,0,1,0.0000,0.0000
prm-1fdd16bd5ee2ebb1,problem-0d469d0ece1c8db4,rating0_other,0,harmful,early,0,1,1.0000,0.5000
prm-6b1c6a29b6d1c9f7,problem-0887851f3251fb23,rating0_other,0,harmful,early,3,1,0.2500,1.0000
prm-ea9c90dcf0197292,problem-7b5a516cad6a7a6d,rating0_other,0,redundant,middle,0,1,0.0000,0.0000
prm-bd5151d40527ffa0,problem-80883c8d718e7942,rating0_other,0,redundant,middle,0,1,0.0000,-0.7500
prm-0000660f74dea7ea,problem-eed9594538d18b57,rating0_other,0,harmful,middle,0,1,0.0000,0.0000
prm-b7f05eda927bf837,problem-72d9cb6397e8c5fb,rating0_other,0,redundant,middle,1,1,-0.2500,-0.5000
prm-d2f74008879c56dd,problem-de0c58f09875d127,rating0_other,0,essential,middle,3,1,-0.2500,-0.5000
prm-47a902d41e673ff6,problem-116237dfe3dbfe5a,rating0_other,0,redundant,middle,1,1,0.5000,0.2500
prm-0cbc0287aab226af,problem-5932169135a7e725,rating0_other,0,harmful,middle,2,1,-0.5000,-0.3333
prm-925200af07947f5c,problem-0809a483e113340d,rating0_other,0,essential,middle,2,1,-0.5000,0.0000
prm-2d2be0a20e1f55eb,problem-4e48831b718f7ba2,rating0_other,0,essential,middle,0,1,0.0000,0.0000
prm-6810d2c059913e28,problem-150eaf9aec741382,rating0_other,0,essential,middle,0,1,1.0000,0.0000
prm-d7cd2fc406477b13,problem-4639686b328fdf30,rating0_other,0,redundant,middle,1,1,-0.2500,0.0000
prm-6fb0c8f8ee2ebabd,problem-8c8f96252d975acd,rating0_other,0,redundant,middle,3,1,0.2500,0.5000
prm-4c7b0daf67f174f2,problem-27304254dfee5d97,rating0_other,0,harmful,middle,0,1,1.0000,0.7500
prm-859d5c93d5ea0f57,problem-4eb54cd64aed6e3c,rating0_other,0,harmful,middle,0,1,1.0000,0.7500
prm-ad9e7fa994103189,problem-22b1b3e31b49a035,rating0_other,0,redundant,middle,0,1,1.0000,0.3333
prm-0e94635dc190f6f1,problem-4639686b328fdf30,rating0_other,0,harmful,middle,0,1,0.7500,0.0000
prm-1984cb49b132bdb6,problem-86429feba2dedf48,rating0_other,0,redundant,middle,2,1,0.5000,0.5000
prm-b16889ee222c85e0,problem-20855ff8e775267f,rating0_other,0,essential,middle,1,1,-0.2500,-0.5000
prm-e0c68e2f69c92ce1,problem-e497bfcb257b3f78,rating0_other,0,essential,middle,0,1,0.0000,0.0000
prm-a9976436ac395dce,problem-32b099c0f5aec3b1,rating0_other,0,essential,middle,0,1,0.0000,-0.5000
prm-d43403303ce7ca47,problem-ab8474b5c891f6bb,rating0_other,0,essential,late,0,1,0.0000,0.0000
prm-378914f040c48223,problem-ab8474b5c891f6bb,rating0_other,0,redundant,late,0,1,0.7500,0.7500
prm-f43ad1cb6c3aa6ba,problem-4639686b328fdf30,rating0_other,0,essential,late,0,1,0.0000,0.0000
prm-2d19813fccf4dac9,problem-92992c0e162b3d6d,rating0_other,0,harmful,late,0,1,0.0000,-0.7500
prm-64bd046dccaa7a10,problem-92992c0e162b3d6d,rating0_other,0,redundant,late,0,1,0.0000,-0.5000
prm-c1d4d174440821f2,problem-ab8474b5c891f6bb,rating0_other,0,essential,late,2,1,-0.5000,0.0000
prm-feab03f43e4af912,problem-4639686b328fdf30,rating0_other,0,redundant,late,3,1,-0.7500,-0.2500
prm-1989a099acb06f53,problem-1866ff06f6f007c8,rating0_other,0,redundant,late,1,1,0.7500,0.0000
prm-f77af5e177e450d9,problem-30257ce512a9dbe4,rating0_other,0,essential,late,2,1,0.5000,0.5000
prm-f5ad90a250e816d4,problem-5a8c50102096a59a,rating0_other,0,redundant,late,2,1,-0.5000,-0.7500
prm-321715581e0e716b,problem-b884ea4dff439d89,rating0_other,0,harmful,late,1,1,-0.2500,-0.5000
prm-4a41ea6ca0473740,problem-5a8c50102096a59a,rating0_other,0,redundant,late,0,1,0.2500,-0.2500
prm-0219e874907d9144,problem-4639686b328fdf30,rating0_other,0,redundant,late,0,1,0.0000,-0.5000
prm-315d6ba30914293a,problem-4639686b328fdf30,rating0_other,0,redundant,late,0,1,0.0000,-0.2500
prm-8d743a4306b744df,problem-4639686b328fdf30,rating0_other,0,essential,late,0,1,0.0000,-0.5000
prm-f20b3a116ae0c86a,problem-20855ff8e775267f,rating0_other,0,essential,late,2,1,0.0000,-0.5000
prm-6c647c9d900edecf,problem-ec4a6e5635d208d7,rating0_other,0,harmful,late,0,1,0.0000,0.0000
prm-8be5e8ce53ce132a,problem-4639686b328fdf30,rating0_other,0,redundant,late,0,1,0.2500,-0.2500
prm-6eb49d110f10f5c9,problem-116237dfe3dbfe5a,rating0_other,0,essential,late,0,1,0.2500,-0.0833
prm-60717bf0ef4716f2,problem-a8c4001358470f25,rating0_other,0,redundant,late,2,1,0.5000,0.5000
prm-65c1f64f7a99498a,problem-150eaf9aec741382,rating1_stable,1,essential,early,4,1,0.0000,0.2500
prm-200cc16bd7b20d90,problem-c16492850cbf8813,rating1_stable,1,redundant,early,4,1,0.0000,0.2500
prm-def1910362f8da38,problem-c09864a50ddd773b,rating1_stable,1,essential,early,4,1,-0.5000,0.0000
prm-52cd0d7cc6b4cdfc,problem-0d469d0ece1c8db4,rating1_stable,1,redundant,early,4,1,0.0000,0.6667
prm-734c17ddd0cff62a,problem-6c70163ce817add4,rating1_stable,1,redundant,early,4,1,0.0000,0.0000
prm-5bd12286ca047ec0,problem-26def20db88cf572,rating1_stable,1,essential,early,4,1,0.0000,0.0000
prm-d4926e70a53c8c17,problem-d7d47865fbb51ce6,rating1_stable,1,redundant,early,4,1,0.0000,0.6667
prm-8d9aac49538338f6,problem-ca9cbef015dfaab2,rating1_stable,1,redundant,early,4,1,0.0000,0.0000
prm-30611e95e1fdab2f,problem-26def20db88cf572,rating1_stable,1,redundant,early,4,1,0.0000,0.5000
prm-738ac1e91010e501,problem-a4a92af384d88e0b,rating1_stable,1,essential,early,4,1,0.0000,0.0000
prm-ddb44dca9b82bb3d,problem-70cf8bf9114223fc,rating1_stable,1,redundant,early,4,1,0.0000,0.2500
prm-5699f280aa96d018,problem-f604ddc238c9c584,rating1_stable,1,essential,early,4,1,-0.5000,0.2500
prm-d8dd25afa49d220a,problem-0f74f3328993b34b,rating1_stable,1,redundant,early,4,1,-0.2500,0.5000
prm-d828d740ba9cd096,problem-ab7e10c4af73c9ed,rating1_stable,1,essential,early,4,1,0.0000,0.2500
prm-5464f1648525f7ea,problem-86e623556487463d,rating1_stable,1,harmful,middle,4,1,0.0000,0.0000
prm-685fe7b1359fce4f,problem-4bf09b4453a890ca,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-db5fb9c45b89211e,problem-e86aeb48607d14cf,rating1_stable,1,essential,middle,4,1,-1.0000,0.0000
prm-cd2eef413f1492b7,problem-83864f8749594ce4,rating1_stable,1,essential,middle,4,1,-0.2500,-0.2500
prm-78bd280e7dee8d22,problem-b366ba898e337926,rating1_stable,1,essential,middle,4,1,0.0000,0.5000
prm-8bd9e6649bc32eb5,problem-cb95bc64c75cf167,rating1_stable,1,essential,middle,4,1,0.0000,0.5000
prm-7df4ff373ff4bd62,problem-3bc30c4cda03ad05,rating1_stable,1,redundant,middle,4,1,-1.0000,-1.0000
prm-010e43e3a679e690,problem-a325f288a314fe56,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-9156dcd21a3e42c0,problem-693ebe9d1ed71104,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-87593f72c0253cec,problem-32b099c0f5aec3b1,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-08ffb439fa587578,problem-1e70b4456ea54b6e,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-b02cba206762c771,problem-ba83e92e963aa63c,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-7b9dea52f656c0bc,problem-fdd18857dfc203ee,rating1_stable,1,essential,middle,4,1,0.0000,0.0000
prm-00177cb1b6246e3e,problem-b366ba898e337926,rating1_stable,1,essential,late,4,1,0.0000,0.5000
prm-e8138a79d9f11b5f,problem-34876d45164544f1,rating1_stable,1,essential,late,4,1,0.0000,0.0000
prm-9f8de872e85deb1c,problem-45e5f7656e796fc9,rating1_stable,1,redundant,late,4,1,0.0000,0.2500
prm-dbc1373a79928aa0,problem-c0364fc64487e4ec,rating1_stable,1,essential,late,4,1,0.0000,1.0000
