row_type,step_id,rating,semantic_type,target_effect_pp,ci_low_pp,ci_high_pp,x_jitter
point,prm-f5ad90a250e816d4,0,redundant,-50.000000,,,0.066220
point,prm-64bd046dccaa7a10,0,redundant,0.000000,,,0.065340
point,prm-dfc9bfdaf9a344b2,1,redundant,0.000000,,,0.073480
point,prm-170a156ef3602f11,-1,harmful,0.000000,,,-0.081620
point,prm-bd5151d40527ffa0,0,redundant,0.000000,,,0.006600
point,prm-55383ac51f763ea4,-1,redundant,0.000000,,,-0.036520
point,prm-8169dadf3bfeafa7,1,essential,0.000000,,,-0.024860
point,prm-d87fe43bca23d224,-1,harmful,0.000000,,,0.102960
point,prm-fe7cc1b1ef70d69f,0,redundant,-50.000000,,,0.075240
point,prm-bf052d7ceb54371a,-1,harmful,25.000000,,,-0.082720
point,prm-85d7c7d738bdc28f,0,redundant,0.000000,,,0.028160
point,prm-4e116a81462e9a1c,-1,harmful,100.000000,,,-0.057200
point,prm-f06f20e73957e088,1,essential,0.000000,,,0.039160
point,prm-f59567dc389816f6,-1,harmful,0.000000,,,-0.036080
point,prm-a7a5bc91e1e562b3,0,redundant,0.000000,,,0.064900
point,prm-c03abfd4982e0b4e,-1,harmful,100.000000,,,-0.038060
point,prm-9f8de872e85deb1c,1,essential,0.000000,,,0.027280
point,prm-39445cabc3c247f3,-1,harmful,0.000000,,,-0.066000
point,prm-08ffb439fa587578,1,essential,0.000000,,,-0.094600
point,prm-94b3b2909358d23e,1,redundant,0.000000,,,0.018480
point,prm-e4f8aa072f5528f6,1,redundant,100.000000,,,-0.075240
point,prm-b59d428fdeb2db81,1,essential,-25.000000,,,-0.033660
point,prm-69589edd55211e2d,1,redundant,0.000000,,,0.025300
point,prm-ca8fbd8bc5e76268,1,essential,0.000000,,,0.080960
point,prm-a0bf5d5817e64ebf,1,essential,0.000000,,,0.002860
point,prm-e742e4e78ed351e6,-1,essential,0.000000,,,0.055440
point,prm-2e47da03eaad232d,0,redundant,25.000000,,,-0.072600
point,prm-a1fd67bb0e47eb99,0,harmful,0.000000,,,-0.068420
point,prm-729feeaa6d7fd49e,1,essential,-100.000000,,,-0.004400
point,prm-4d106f224c1f1477,0,redundant,0.000000,,,-0.038940
point,prm-e2765e9155dae75b,1,essential,-50.000000,,,-0.032340
point,prm-85a91c7360442cec,-1,harmful,0.000000,,,-0.031460
point,prm-685fe7b1359fce4f,1,redundant,0.000000,,,-0.091080
point,prm-2694ff7bb4a98ca8,0,redundant,0.000000,,,0.040260
point,prm-8115590161527562,-1,harmful,0.000000,,,-0.006160
point,prm-21c4281b443f082f,1,harmful,-50.000000,,,0.066880
point,prm-c3c805b2888f0c71,-1,harmful,-100.000000,,,-0.072820
point,prm-49db7302a176b729,0,harmful,-50.000000,,,0.032340
point,prm-9d7450aa50a1cc3f,-1,harmful,0.000000,,,-0.102300
point,prm-24a570f07e4ce807,1,redundant,-75.000000,,,-0.016060
point,prm-f28e06b3ccb9dfd8,1,redundant,0.000000,,,0.065340
point,prm-1c1e7874f91737bc,-1,harmful,0.000000,,,-0.090860
point,prm-f9aa238ea730d105,-1,harmful,0.000000,,,-0.022000
point,prm-2e5c19fc0f94ad0f,1,redundant,50.000000,,,0.107360
point,prm-b659045eab2bbc92,0,harmful,0.000000,,,-0.063360
point,prm-579dd704ce645be9,-1,harmful,0.000000,,,-0.001320
point,prm-42aea905c1b49570,0,redundant,0.000000,,,-0.028380
point,prm-db5fb9c45b89211e,1,essential,-100.000000,,,-0.045980
point,prm-b1b1d1fed6ca6e88,0,redundant,0.000000,,,0.023760
point,prm-e165ab188607be7d,-1,essential,0.000000,,,0.002860
point,prm-a17bb33b5cced852,1,redundant,0.000000,,,-0.048400
point,prm-57b082ca295d4211,0,redundant,0.000000,,,0.064900
point,prm-67c15cd755da8374,1,essential,0.000000,,,-0.051700
point,prm-0c1ebea011e80ccd,-1,harmful,100.000000,,,-0.069300
point,prm-b2a4ce5f01127d75,1,redundant,0.000000,,,0.107360
point,prm-e8da447d3e7aeca5,-1,harmful,0.000000,,,-0.046640
point,prm-56f31f0da676983f,-1,harmful,75.000000,,,0.060280
point,prm-1988846108e0f682,0,essential,0.000000,,,-0.066000
point,prm-1363a310736c9808,-1,harmful,0.000000,,,-0.053240
point,prm-1ef2f094b18fa4d5,-1,harmful,0.000000,,,-0.040700
point,prm-b4ce181080c6935d,-1,redundant,-25.000000,,,-0.086460
point,prm-e5218a9b5d49ef04,-1,harmful,75.000000,,,-0.073040
point,prm-934ae181dbf1e5d6,-1,harmful,0.000000,,,-0.066440
point,prm-4a41ea6ca0473740,0,redundant,25.000000,,,-0.026400
point,prm-df9bfb129e27eea5,0,harmful,0.000000,,,-0.056540
point,prm-cfbe55fef530eeea,1,essential,0.000000,,,0.032560
point,prm-c5d23e135f1567c3,-1,harmful,0.000000,,,0.082280
point,prm-17ba4f9e4d89154f,-1,harmful,100.000000,,,0.048840
point,prm-6a5663499dcdfb6e,1,essential,25.000000,,,-0.102740
point,prm-9e945c5a20713eba,0,essential,0.000000,,,-0.044220
point,prm-bf79591055298bcd,-1,harmful,0.000000,,,0.056760
point,prm-61fb797f33ef26d1,-1,harmful,0.000000,,,-0.088000
point,prm-d828d740ba9cd096,1,essential,0.000000,,,-0.073700
point,prm-81dd96c2af2f5b96,1,essential,25.000000,,,0.033220
point,prm-53e6ba65d64de23f,-1,harmful,0.000000,,,-0.002200
point,prm-569d7cf9abe65f34,1,essential,100.000000,,,0.065560
point,prm-51383cc20140c6d4,0,redundant,0.000000,,,-0.022000
point,prm-60b56f07df1c7db4,-1,harmful,0.000000,,,-0.043560
point,prm-738ac1e91010e501,1,redundant,0.000000,,,-0.073700
point,prm-ebe33b841de11dec,1,essential,0.000000,,,-0.013640
point,prm-178620daeb1c879c,1,essential,0.000000,,,-0.009680
point,prm-0ea143eb25e18743,0,essential,0.000000,,,0.050160
point,prm-48b0d62a1035c5eb,-1,harmful,0.000000,,,-0.083160
point,prm-1eb61d347e7307c6,1,redundant,0.000000,,,0.053900
point,prm-6c647c9d900edecf,0,essential,0.000000,,,-0.020240
point,prm-7616aa089b45809c,0,essential,0.000000,,,-0.056980
point,prm-c5d0b2ae9f6de94a,1,redundant,-50.000000,,,0.099000
point,prm-32ce22f0573267db,1,redundant,100.000000,,,0.044220
point,prm-73806d5bdc6ee15f,0,redundant,0.000000,,,0.041360
point,prm-44adc004d54b0a92,0,redundant,0.000000,,,-0.020020
point,prm-e853a7a5555f3056,1,essential,0.000000,,,0.024860
point,prm-def1910362f8da38,1,essential,-50.000000,,,0.015400
point,prm-2d520973414e1dcb,1,redundant,-50.000000,,,-0.092620
point,prm-0000660f74dea7ea,0,harmful,0.000000,,,-0.099660
point,prm-6fb0c8f8ee2ebabd,0,harmful,25.000000,,,0.006380
point,prm-3d9ad8daca3b8faa,-1,harmful,0.000000,,,-0.038940
point,prm-2413c903941648a5,-1,essential,100.000000,,,0.041140
point,prm-45c25b865bce0fe1,-1,essential,0.000000,,,0.017600
point,prm-c7fdd3c01ea7968c,1,essential,50.000000,,,-0.018920
point,prm-b30d7b8afa669a70,-1,essential,100.000000,,,-0.081840
point,prm-9d4dfc92d2809bdb,0,redundant,0.000000,,,-0.001100
point,prm-d22d355799e3baaf,-1,harmful,0.000000,,,-0.043560
point,prm-735ea9ae49ab1cf2,0,essential,0.000000,,,-0.004620
point,prm-fe9bce2e8059e597,-1,harmful,0.000000,,,0.067540
point,prm-caf345262620d432,0,redundant,0.000000,,,0.000000
point,prm-2a5b9be75f2130c8,-1,harmful,100.000000,,,-0.059840
point,prm-7cf98f01d85acf4d,1,harmful,50.000000,,,0.066000
point,prm-f43ad1cb6c3aa6ba,0,essential,0.000000,,,-0.020900
point,prm-f66c436ea5314143,-1,redundant,100.000000,,,0.040700
point,prm-e457a6097bf292ad,1,essential,0.000000,,,0.106040
point,prm-d43403303ce7ca47,0,redundant,0.000000,,,0.009680
point,prm-91db4cb8cb67916a,1,redundant,-25.000000,,,0.041580
point,prm-24135c674fb88634,-1,harmful,100.000000,,,0.013640
point,prm-d139e98806701b02,0,redundant,0.000000,,,0.007920
point,prm-499e50d1f2d6148c,-1,harmful,0.000000,,,-0.035200
point,prm-e31d87a5f18e7b0e,1,essential,0.000000,,,-0.029260
point,prm-02dc733a400c8a44,-1,harmful,25.000000,,,0.029700
point,prm-d9a76b21965836c2,-1,harmful,-100.000000,,,-0.088220
point,prm-a3a05daf8f16a52f,0,essential,-100.000000,,,0.057420
point,prm-47679397406393e0,1,redundant,25.000000,,,0.029040
point,prm-1b82baadae1514fc,-1,harmful,0.000000,,,-0.082500
point,prm-01441d1b7d95366c,1,essential,100.000000,,,-0.036080
point,prm-8acbcd62bf310d16,1,redundant,0.000000,,,0.037840
point,prm-14fb1048eb99d376,-1,redundant,25.000000,,,-0.048840
point,prm-295680b6ca231154,-1,essential,0.000000,,,-0.067540
point,prm-f2aca719a99dc3e9,-1,harmful,0.000000,,,-0.097900
point,prm-47a902d41e673ff6,0,redundant,50.000000,,,-0.060940
point,prm-0700321e0038e3d1,0,redundant,-100.000000,,,-0.041800
point,prm-9156dcd21a3e42c0,1,essential,0.000000,,,0.001760
point,prm-14c85f1b92bf8cfb,-1,harmful,0.000000,,,-0.039380
point,prm-8fb8c12bb402ec2d,0,redundant,0.000000,,,0.106700
point,prm-65435eea6f0c0b9a,0,redundant,0.000000,,,0.046860
point,prm-66bc41cfa62d57e2,1,essential,-25.000000,,,-0.046860
point,prm-2dfd8218ce19b305,0,redundant,0.000000,,,0.008140
point,prm-b7f05eda927bf837,0,redundant,-25.000000,,,0.090420
point,prm-57a23b7d9d387a2d,0,harmful,100.000000,,,-0.094380
point,prm-e0c68e2f69c92ce1,0,harmful,0.000000,,,0.077220
point,prm-ac01250021f796d9,0,redundant,100.000000,,,-0.081180
point,prm-0ade6393f937db17,1,redundant,0.000000,,,-0.036080
point,prm-77a86cb6e4dfd1aa,1,essential,-25.000000,,,0.032340
point,prm-99891d43a5e736a5,0,redundant,0.000000,,,0.092400
point,prm-977f248f4b7b1084,0,redundant,-25.000000,,,0.028380
point,prm-f77af5e177e450d9,0,essential,50.000000,,,0.066660
point,prm-55ea704e2707c428,0,redundant,0.000000,,,0.102300
point,prm-3ef9d1189683f74d,-1,harmful,100.000000,,,0.065780
point,prm-51eccaad45590836,-1,harmful,25.000000,,,0.032340
point,prm-ac1c971aefdf8aad,0,harmful,-50.000000,,,0.048400
point,prm-14d4896af9e2f42b,-1,harmful,0.000000,,,0.007920
point,prm-e5b42c42ddfdfe89,0,redundant,75.000000,,,-0.023980
point,prm-24a4a38cf78a16b4,-1,harmful,0.000000,,,0.027280
point,prm-4dbc982a4c31d7d8,1,harmful,0.000000,,,-0.070620
point,prm-92cd9c4d155c7994,0,redundant,0.000000,,,0.092400
point,prm-d86397c6b2e063ff,0,essential,-100.000000,,,-0.013640
point,prm-fb4120427f491cb1,1,harmful,0.000000,,,0.098560
point,prm-b141684d5ef466c9,0,redundant,0.000000,,,-0.052140
point,prm-00177cb1b6246e3e,1,essential,0.000000,,,0.028380
point,prm-edfe3301d75e7278,-1,harmful,0.000000,,,-0.052140
point,prm-64c48353bed266ed,0,essential,25.000000,,,0.059840
point,prm-9aefc3c8b6098bf4,0,essential,25.000000,,,0.016720
point,prm-210861cfb25add07,0,redundant,0.000000,,,-0.058960
point,prm-fa87724dc0063e72,-1,harmful,0.000000,,,-0.102740
point,prm-7a6e2d9a9da28f78,-1,harmful,25.000000,,,0.027940
point,prm-656a46c9640db820,0,redundant,-75.000000,,,0.078100
point,prm-d9e44ee7bd1dadc6,-1,harmful,100.000000,,,0.074800
point,prm-7a821b119f49c100,1,redundant,-25.000000,,,0.068200
point,prm-76baed35df6fb032,1,redundant,0.000000,,,0.103840
point,prm-f418b9680e5a9dc1,-1,harmful,0.000000,,,-0.065120
point,prm-33b6dd3dabd31070,-1,harmful,0.000000,,,0.084480
point,prm-23e4bf45fefddfca,-1,harmful,75.000000,,,0.066880
point,prm-ea4bf8ee91052d6e,0,redundant,0.000000,,,0.086900
point,prm-22008191f0fcf07c,0,redundant,0.000000,,,-0.037180
point,prm-d53813f5acf46dc2,1,essential,0.000000,,,-0.056760
point,prm-27543090e207be07,0,redundant,0.000000,,,0.006160
point,prm-374f893a0a7e07c4,1,redundant,0.000000,,,0.013200
point,prm-6b443c0ab9016cf3,0,redundant,0.000000,,,-0.055440
point,prm-9b09489564767b9d,0,essential,0.000000,,,-0.029040
point,prm-b02cba206762c771,1,essential,0.000000,,,0.082280
point,prm-1590d85cae7720a6,1,redundant,-75.000000,,,0.105160
point,prm-8d9aac49538338f6,1,essential,0.000000,,,0.104940
point,prm-d14414ada709f204,0,redundant,75.000000,,,0.005720
point,prm-c00e9d4b22a619cf,0,harmful,0.000000,,,0.062700
point,prm-6994d64b52995162,-1,harmful,25.000000,,,0.084920
point,prm-3490f4298028248f,0,harmful,0.000000,,,-0.105600
point,prm-896614eb571273fb,1,essential,-50.000000,,,-0.017820
point,prm-5163da324c8a2bc9,1,essential,0.000000,,,-0.103400
point,prm-060b37de44a23f9c,1,redundant,-100.000000,,,0.041800
point,prm-6a48687cd49dd67e,-1,harmful,0.000000,,,0.106480
point,prm-bcf33e68e625980e,-1,harmful,0.000000,,,-0.072160
point,prm-4f8665f0a19739c3,0,harmful,0.000000,,,-0.092840
point,prm-a3fb1524920e2118,0,redundant,0.000000,,,-0.050160
point,prm-b776a9c2dead1877,0,redundant,0.000000,,,-0.023760
point,prm-31f315049adee361,0,redundant,0.000000,,,0.023540
point,prm-0796ce8561574c8c,1,essential,0.000000,,,0.089980
point,prm-fa241fc7e4a6f419,1,redundant,-100.000000,,,-0.047520
point,prm-a619a9e3e9a63362,1,redundant,0.000000,,,0.074360
point,prm-b3c55327f85d52bf,-1,essential,-50.000000,,,-0.027940
point,prm-4c7b0daf67f174f2,0,harmful,100.000000,,,0.089980
point,prm-bd9c89c30ff0439e,1,essential,25.000000,,,0.072160
point,prm-8cc3ef6509ad6fbf,1,essential,0.000000,,,0.029920
point,prm-649bf3fbe6231218,1,essential,0.000000,,,-0.022220
point,prm-42aa85293ce04d6c,1,redundant,0.000000,,,-0.105160
point,prm-1032a7112c293158,1,redundant,0.000000,,,-0.071060
point,prm-2d19813fccf4dac9,0,redundant,0.000000,,,0.020680
point,prm-1fa85012955acc38,1,essential,0.000000,,,-0.053240
point,prm-6a679885fe24ca4d,-1,harmful,0.000000,,,0.103840
point,prm-bbdc2cbce9d5d71d,1,essential,-25.000000,,,-0.027720
point,prm-61500888ffe32624,1,essential,25.000000,,,-0.098340
point,prm-3b8fc6d3080aade1,0,redundant,0.000000,,,0.082280
point,prm-24d79d07da1abeb8,0,essential,0.000000,,,0.086460
point,prm-b8457436293d4e60,-1,harmful,0.000000,,,-0.092840
point,prm-9ef4a4362f8a777c,0,essential,0.000000,,,0.009240
point,prm-7af50adf0a42982f,1,redundant,0.000000,,,-0.049940
point,prm-4c8c15a6cba67d79,1,redundant,0.000000,,,-0.011220
point,prm-242890b88c115e2c,1,essential,-50.000000,,,-0.100320
point,prm-2c5e0537236b9a03,1,essential,25.000000,,,0.011000
point,prm-64052b65a1c192c7,-1,harmful,0.000000,,,-0.055440
point,prm-05db80661c2eea87,0,redundant,0.000000,,,-0.098340
point,prm-dfed03ca959f8315,1,essential,0.000000,,,0.031460
point,prm-ca096eb77c3d707b,0,redundant,75.000000,,,0.014520
point,prm-dbb76c0284dc2629,-1,harmful,75.000000,,,0.099880
point,prm-c93b572ed45d09e3,-1,harmful,0.000000,,,-0.078100
point,prm-7805f2fb660af82c,1,essential,100.000000,,,0.073260
point,prm-694eda0133adae37,0,redundant,0.000000,,,-0.039820
point,prm-6c4e585fba73949f,-1,harmful,25.000000,,,-0.066660
point,prm-2953ceb48c3d11eb,0,harmful,0.000000,,,-0.050160
point,prm-5be58b31f228d28e,-1,harmful,0.000000,,,0.109120
point,prm-de2964131ac70829,1,harmful,50.000000,,,-0.005720
point,prm-a9006452bf5662ee,-1,redundant,0.000000,,,-0.019800
point,prm-9def3665fa2dd260,1,harmful,25.000000,,,0.017160
point,prm-317d37656fcc5ddd,0,essential,0.000000,,,-0.076120
point,prm-7aacc6952228d379,1,essential,0.000000,,,-0.078320
point,prm-ac7f15288ce11c38,-1,harmful,100.000000,,,-0.103400
point,prm-7a422bc7fddfdf54,-1,harmful,-25.000000,,,0.006380
point,prm-3fb0a1041b0e6522,-1,harmful,100.000000,,,0.062920
point,prm-fa4778df65d9a289,-1,harmful,50.000000,,,-0.066440
point,prm-4dece02217f93500,0,redundant,-75.000000,,,0.025960
point,prm-2d6ec7aa85de8014,0,redundant,0.000000,,,-0.023320
point,prm-dc919cb80f6423eb,0,redundant,0.000000,,,-0.012320
point,prm-c7bf20109ee3402e,-1,harmful,100.000000,,,-0.013860
point,prm-7449b3260474567e,1,essential,0.000000,,,-0.061160
point,prm-370bf73e2c4bd7d0,1,essential,0.000000,,,-0.019800
point,prm-6c8f717ff62b444b,0,essential,0.000000,,,0.074580
point,prm-52a853240fdce958,-1,harmful,0.000000,,,-0.094600
point,prm-1fdd16bd5ee2ebb1,0,harmful,100.000000,,,-0.079640
point,prm-4b2cde83a58c010f,0,harmful,0.000000,,,0.015400
point,prm-e3b1b8595fa68428,0,harmful,0.000000,,,0.087340
point,prm-9b1fccc8cdbe2d3c,0,redundant,0.000000,,,0.098560
point,prm-07ed10b9917c2389,-1,harmful,0.000000,,,0.109560
point,prm-a15fb929dff59e97,-1,harmful,0.000000,,,0.059840
point,prm-12bc5c8b425e5765,1,essential,0.000000,,,0.036960
point,prm-9df86fcdc40baf88,1,essential,50.000000,,,-0.051700
point,prm-68e9514e2eb03142,-1,harmful,0.000000,,,0.027720
point,prm-ae5ba6e191f09528,-1,harmful,100.000000,,,-0.030140
point,prm-315d6ba30914293a,0,redundant,0.000000,,,0.027280
point,prm-92e6c6de9151c528,1,essential,0.000000,,,0.040700
point,prm-2fbe6edf19120d31,-1,harmful,0.000000,,,-0.046420
point,prm-5bd12286ca047ec0,1,essential,0.000000,,,0.079860
point,prm-64828b0b15ca157c,1,redundant,0.000000,,,-0.091520
point,prm-f2ca2a7324883c6d,-1,essential,0.000000,,,-0.092840
point,prm-6810d2c059913e28,0,essential,100.000000,,,0.006160
point,prm-c01bc07ec8bcb448,-1,harmful,25.000000,,,-0.086460
point,prm-ab1c7130781f0c6b,0,harmful,-100.000000,,,-0.057420
point,prm-f17b27e710e8f147,-1,harmful,0.000000,,,0.068420
point,prm-6bdba3a9023070a1,-1,harmful,0.000000,,,0.003960
point,prm-6ee8687119787677,1,redundant,0.000000,,,-0.106700
point,prm-3d7ee20871a31c85,0,redundant,-75.000000,,,0.045760
point,prm-cbc588184fc6053c,1,essential,-25.000000,,,-0.000440
point,prm-5da3ed1afff5caaa,-1,harmful,-25.000000,,,-0.025520
point,prm-49dfa9357a3a5686,0,essential,-25.000000,,,0.082720
point,prm-3dc58ac2c43483b2,-1,harmful,0.000000,,,0.039600
point,prm-2cb8f0ea41668c12,-1,harmful,0.000000,,,0.060280
point,prm-91df52b1208ea81d,1,essential,0.000000,,,-0.048840
point,prm-951e8e518dae1077,1,essential,0.000000,,,-0.081840
point,prm-ef29966d7a6bd3e2,0,redundant,0.000000,,,-0.053680
point,prm-7f470224e279c9a5,-1,harmful,0.000000,,,-0.031020
