sample_key,subset,step_class,control_rate,target_rate,target_effect,danger,benefit,placebo_effect,pure_semantic_effect
math|math-768,math,locally_correct,1.0,0.0,-1.0,1,0,0.0,-1.0
math|math-570,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-979,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-586,math,locally_correct,1.0,1.0,0.0,0,0,-1.0,1.0
math|math-962,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-728,math,locally_correct,0.0,0.0,0.0,0,0,0.0,0.0
math|math-707,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-600,math,locally_correct,1.0,1.0,0.0,0,0,,
math|math-996,math,locally_correct,1.0,0.0,-1.0,1,0,0.0,-1.0
math|math-524,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-992,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-903,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-811,math,locally_correct,1.0,0.0,-1.0,1,0,-1.0,0.0
math|math-585,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-870,math,locally_correct,1.0,0.6666666666666666,-0.33333333333333337,1,0,,
math|math-615,math,locally_correct,1.0,1.0,0.0,0,0,,
math|math-500,math,locally_correct,1.0,1.0,0.0,0,0,,
math|math-598,math,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
math|math-562,math,locally_correct,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-899,olympiadbench,first_error,1.0,0.0,-1.0,1,0,,
olympiadbench|olympiadbench-473,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-295,olympiadbench,first_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-488,olympiadbench,first_error,0.0,1.0,1.0,0,1,,
olympiadbench|olympiadbench-308,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.3333333333333333,-0.3333333333333333
olympiadbench|olympiadbench-384,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.3333333333333333,-0.3333333333333333
olympiadbench|olympiadbench-329,olympiadbench,first_error,0.0,0.6666666666666666,0.6666666666666666,0,1,,
olympiadbench|olympiadbench-339,olympiadbench,first_error,0.0,1.0,1.0,0,1,0.0,1.0
olympiadbench|olympiadbench-63,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-42,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-390,olympiadbench,first_error,0.6666666666666666,0.6666666666666666,0.0,0,0,,
olympiadbench|olympiadbench-150,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-186,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-492,olympiadbench,first_error,1.0,0.3333333333333333,-0.6666666666666667,1,0,-0.6666666666666667,0.0
olympiadbench|olympiadbench-518,olympiadbench,first_error,0.3333333333333333,0.3333333333333333,0.0,0,0,-0.3333333333333333,0.3333333333333333
olympiadbench|olympiadbench-138,olympiadbench,first_error,0.0,0.0,0.0,0,0,1.0,-1.0
olympiadbench|olympiadbench-78,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-5,olympiadbench,first_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-213,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-854,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-801,olympiadbench,first_error,0.3333333333333333,0.0,-0.3333333333333333,1,0,0.6666666666666667,-1.0
olympiadbench|olympiadbench-79,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.3333333333333333,-0.3333333333333333
olympiadbench|olympiadbench-210,olympiadbench,first_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-163,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-398,olympiadbench,first_error,0.0,0.6666666666666666,0.6666666666666666,0,1,,
olympiadbench|olympiadbench-245,olympiadbench,first_error,0.0,0.6666666666666666,0.6666666666666666,0,1,0.3333333333333333,0.3333333333333333
olympiadbench|olympiadbench-225,olympiadbench,first_error,0.0,1.0,1.0,0,1,0.6666666666666666,0.33333333333333337
olympiadbench|olympiadbench-819,olympiadbench,locally_correct,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-999,olympiadbench,locally_correct,0.0,0.6666666666666666,0.6666666666666666,0,1,0.0,0.6666666666666666
olympiadbench|olympiadbench-885,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-889,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-776,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-567,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-563,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-77,olympiadbench,locally_correct_pre_error,1.0,0.0,-1.0,1,0,-0.6666666666666667,-0.3333333333333333
olympiadbench|olympiadbench-648,olympiadbench,locally_correct,1.0,0.3333333333333333,-0.6666666666666667,1,0,-1.0,0.3333333333333333
olympiadbench|olympiadbench-596,olympiadbench,locally_correct,0.0,1.0,1.0,0,1,0.0,1.0
olympiadbench|olympiadbench-989,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-933,olympiadbench,locally_correct,1.0,0.6666666666666666,-0.33333333333333337,1,0,-0.6666666666666667,0.3333333333333333
olympiadbench|olympiadbench-750,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-637,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-553,olympiadbench,locally_correct,0.0,1.0,1.0,0,1,,
olympiadbench|olympiadbench-766,olympiadbench,locally_correct,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-573,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,-0.33333333333333337,0.33333333333333337
olympiadbench|olympiadbench-980,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-757,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-902,olympiadbench,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
omnimath|omnimath-209,omnimath,first_error,0.3333333333333333,0.0,-0.3333333333333333,1,0,0.3333333333333333,-0.6666666666666666
omnimath|omnimath-533,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-821,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-124,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-62,omnimath,first_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.6666666666666666,-0.3333333333333333
omnimath|omnimath-631,omnimath,first_error,1.0,0.3333333333333333,-0.6666666666666667,1,0,,
omnimath|omnimath-895,omnimath,first_error,0.6666666666666666,1.0,0.33333333333333337,0,1,0.0,0.33333333333333337
omnimath|omnimath-144,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-27,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-854,omnimath,first_error,1.0,1.0,0.0,0,0,0.0,0.0
omnimath|omnimath-709,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-37,omnimath,first_error,0.0,0.6666666666666666,0.6666666666666666,0,1,,
omnimath|omnimath-961,omnimath,first_error,0.0,0.0,0.0,0,0,0.3333333333333333,-0.3333333333333333
omnimath|omnimath-891,omnimath,first_error,0.6666666666666666,0.0,-0.6666666666666666,1,0,-0.6666666666666666,0.0
omnimath|omnimath-25,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-385,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-665,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-299,omnimath,first_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.0,0.3333333333333333
omnimath|omnimath-57,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-312,omnimath,first_error,1.0,1.0,0.0,0,0,0.0,0.0
omnimath|omnimath-770,omnimath,first_error,0.0,1.0,1.0,0,1,,
omnimath|omnimath-934,omnimath,first_error,0.3333333333333333,1.0,0.6666666666666667,0,1,0.3333333333333333,0.33333333333333337
omnimath|omnimath-479,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-621,omnimath,first_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-160,omnimath,first_error,0.0,1.0,1.0,0,1,1.0,0.0
omnimath|omnimath-748,omnimath,locally_correct,1.0,1.0,0.0,0,0,,
omnimath|omnimath-616,omnimath,locally_correct,0.0,0.3333333333333333,0.3333333333333333,0,1,0.0,0.3333333333333333
omnimath|omnimath-768,omnimath,locally_correct,1.0,0.6666666666666666,-0.33333333333333337,1,0,0.0,-0.33333333333333337
omnimath|omnimath-818,omnimath,locally_correct,1.0,1.0,0.0,0,0,-0.33333333333333337,0.33333333333333337
omnimath|omnimath-940,omnimath,locally_correct,0.0,0.0,0.0,0,0,0.6666666666666666,-0.6666666666666666
omnimath|omnimath-716,omnimath,locally_correct,0.0,0.3333333333333333,0.3333333333333333,0,1,0.3333333333333333,0.0
omnimath|omnimath-424,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-506,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-929,omnimath,locally_correct,0.0,0.0,0.0,0,0,1.0,-1.0
omnimath|omnimath-914,omnimath,locally_correct,0.0,0.0,0.0,0,0,0.6666666666666666,-0.6666666666666666
omnimath|omnimath-935,omnimath,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
omnimath|omnimath-762,omnimath,locally_correct,0.0,1.0,1.0,0,1,0.3333333333333333,0.6666666666666667
omnimath|omnimath-564,omnimath,locally_correct,1.0,0.3333333333333333,-0.6666666666666667,1,0,-0.6666666666666667,0.0
omnimath|omnimath-565,omnimath,locally_correct,0.6666666666666666,0.0,-0.6666666666666666,1,0,0.0,-0.6666666666666666
omnimath|omnimath-978,omnimath,locally_correct,1.0,1.0,0.0,0,0,0.0,0.0
omnimath|omnimath-795,omnimath,locally_correct,0.3333333333333333,0.3333333333333333,0.0,0,0,,
omnimath|omnimath-949,omnimath,locally_correct,1.0,1.0,0.0,0,0,,
omnimath|omnimath-328,omnimath,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
omnimath|omnimath-809,omnimath,locally_correct,1.0,1.0,0.0,0,0,,
omnimath|omnimath-831,omnimath,locally_correct,1.0,1.0,0.0,0,0,,
gsm8k|gsm8k-141,gsm8k,first_error,0.0,1.0,1.0,0,1,0.0,1.0
gsm8k|gsm8k-138,gsm8k,first_error,1.0,1.0,0.0,0,0,0.0,0.0
gsm8k|gsm8k-141|s1,gsm8k,locally_correct_pre_error,1.0,1.0,0.0,0,0,-0.6666666666666667,0.6666666666666667
gsm8k|gsm8k-130|s0,gsm8k,locally_correct_pre_error,0.0,1.0,1.0,0,1,,
gsm8k|gsm8k-194|s1,gsm8k,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
gsm8k|gsm8k-138|s1,gsm8k,locally_correct_pre_error,1.0,1.0,0.0,0,0,0.0,0.0
math|math-148,math,first_error,0.3333333333333333,0.0,-0.3333333333333333,1,0,-0.3333333333333333,0.0
math|math-363,math,first_error,1.0,1.0,0.0,0,0,,
math|math-178,math,first_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.3333333333333333,0.0
math|math-469,math,first_error,0.0,0.0,0.0,0,0,0.0,0.0
math|math-216,math,first_error,0.0,0.3333333333333333,0.3333333333333333,0,1,,
math|math-377,math,first_error,0.0,0.0,0.0,0,0,0.6666666666666666,-0.6666666666666666
math|math-363|s1,math,locally_correct_pre_error,1.0,0.0,-1.0,1,0,-1.0,0.0
math|math-178|s1,math,locally_correct_pre_error,0.0,1.0,1.0,0,1,0.0,1.0
math|math-469|s0,math,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
math|math-148|s1,math,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
math|math-275|s1,math,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
math|math-216|s2,math,locally_correct_pre_error,1.0,0.6666666666666666,-0.33333333333333337,1,0,0.0,-0.33333333333333337
math|math-377|s6,math,locally_correct_pre_error,0.6666666666666666,1.0,0.33333333333333337,0,1,-0.3333333333333333,0.6666666666666667
math|math-71|s2,math,locally_correct_pre_error,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-426,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-178,olympiadbench,first_error,0.3333333333333333,1.0,0.6666666666666667,0,1,0.0,0.6666666666666667
olympiadbench|olympiadbench-25,olympiadbench,first_error,0.0,0.3333333333333333,0.3333333333333333,0,1,,
olympiadbench|olympiadbench-314,olympiadbench,first_error,0.0,0.6666666666666666,0.6666666666666666,0,1,0.0,0.6666666666666666
olympiadbench|olympiadbench-142,olympiadbench,first_error,0.3333333333333333,0.0,-0.3333333333333333,1,0,-0.3333333333333333,0.0
olympiadbench|olympiadbench-406,olympiadbench,first_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-276,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-129,olympiadbench,first_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-109,olympiadbench,first_error,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-107,olympiadbench,first_error,1.0,0.3333333333333333,-0.6666666666666667,1,0,-1.0,0.3333333333333333
olympiadbench|olympiadbench-292,olympiadbench,first_error,1.0,1.0,0.0,0,0,-1.0,1.0
olympiadbench|olympiadbench-854|s1,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-178|s0,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.6666666666666666,-0.6666666666666666
olympiadbench|olympiadbench-25|s0,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-314|s2,olympiadbench,locally_correct_pre_error,1.0,0.3333333333333333,-0.6666666666666667,1,0,-1.0,0.3333333333333333
olympiadbench|olympiadbench-492|s0,olympiadbench,locally_correct_pre_error,1.0,1.0,0.0,0,0,,
olympiadbench|olympiadbench-426|s1,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-518|s2,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-801|s2,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-142|s1,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-406|s1,olympiadbench,locally_correct_pre_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.3333333333333333,0.0
olympiadbench|olympiadbench-138|s0,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-186|s3,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,,
olympiadbench|olympiadbench-129|s1,olympiadbench,locally_correct_pre_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.0,0.3333333333333333
olympiadbench|olympiadbench-276|s3,olympiadbench,locally_correct_pre_error,0.0,0.0,0.0,0,0,0.0,0.0
olympiadbench|olympiadbench-109|s4,olympiadbench,locally_correct_pre_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.6666666666666666,-0.3333333333333333
olympiadbench|olympiadbench-107|s6,olympiadbench,locally_correct_pre_error,0.3333333333333333,0.0,-0.3333333333333333,1,0,0.0,-0.3333333333333333
olympiadbench|olympiadbench-292|s10,olympiadbench,locally_correct_pre_error,0.0,1.0,1.0,0,1,0.6666666666666666,0.33333333333333337
omnimath|omnimath-469,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-314,omnimath,first_error,0.6666666666666666,1.0,0.33333333333333337,0,1,0.0,0.33333333333333337
omnimath|omnimath-129,omnimath,first_error,0.0,0.6666666666666666,0.6666666666666666,0,1,0.6666666666666666,0.0
omnimath|omnimath-245,omnimath,first_error,0.0,0.0,0.0,0,0,0.3333333333333333,-0.3333333333333333
omnimath|omnimath-460,omnimath,first_error,0.0,0.3333333333333333,0.3333333333333333,0,1,0.0,0.3333333333333333
omnimath|omnimath-163,omnimath,first_error,0.0,0.0,0.0,0,0,,
omnimath|omnimath-258,omnimath,first_error,1.0,1.0,0.0,0,0,-1.0,1.0
omnimath|omnimath-535,omnimath,first_error,1.0,1.0,0.0,0,0,-0.33333333333333337,0.33333333333333337
omnimath|omnimath-33,omnimath,first_error,0.0,0.0,0.0,0,0,,
