step_id,rating,type_hc,cell,control_runs,target_runs,placebo_runs,control_rate,target_rate,target_effect,placebo_rate,placebo_effect,pure_semantic_effect
prm-c3c805b2888f0c71,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-5be58b31f228d28e,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-2413c903941648a5,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-77fc0b169d8585bc,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-a081faca165fd59b,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-695b2bd8829139af,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-3fb0a1041b0e6522,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-f17b27e710e8f147,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.33333333333333337
prm-57f3dc0fcc359327,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-707a079b8cebba7e,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-6994d64b52995162,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7e6bdad2d7a80ef9,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-98214e328bc84341,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-c93b572ed45d09e3,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-23547b2809b8fcf4,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,1.0,0.6666666666666667,0.3333333333333333,0.0,0.6666666666666667
prm-f7aa110cdcd4de1b,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9c4e4a7aac1b200e,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-6c4e585fba73949f,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-579dd704ce645be9,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-768b381d1efb643a,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4b587d923463065a,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-9a884b78e7527ff9,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
prm-24135c674fb88634,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-1c1e7874f91737bc,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-6a679885fe24ca4d,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-56f31f0da676983f,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-14d4896af9e2f42b,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4e116a81462e9a1c,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-310884399c5179a6,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-94f01424485d8634,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-3f6d462098747631,-1,harmful,rating-1_anchor,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0
prm-6bdba3a9023070a1,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-1d5a5cb08ca68e3d,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-60b56f07df1c7db4,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-836cfecb0a834014,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d87fe43bca23d224,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-33b6dd3dabd31070,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-7a422bc7fddfdf54,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333
prm-52a853240fdce958,-1,harmful,rating-1_anchor,3,3,3,0.0,0.0,0.0,1.0,1.0,-1.0
prm-a15fb929dff59e97,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4657ae2feebcdcab,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
prm-4ed42d1c12397218,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,-0.3333333333333333
prm-23e4bf45fefddfca,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-e5a3f23bd55fe87a,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d10dadbf854a3250,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-158ef0683bb8bf70,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-decee9499f5fb0d7,-1,harmful,rating-1_anchor,3,3,3,0.0,1.0,1.0,1.0,1.0,0.0
prm-a7ee94dec2e0a9cc,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-afff103ac71bacae,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-1a376cfa6cfa9af8,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-2c6c822e00040ba8,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-61fb797f33ef26d1,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
prm-e319831ecda4ad73,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-fa87724dc0063e72,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b8e3cc348f791b5a,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-f65a99197bf57f66,-1,harmful,rating-1_anchor,3,3,3,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,-0.6666666666666666
prm-2fbe6edf19120d31,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-c724e22efcbb6540,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,-0.3333333333333333,0.6666666666666666
prm-2cb8f0ea41668c12,-1,harmful,rating-1_anchor,3,3,3,0.0,0.0,0.0,1.0,1.0,-1.0
prm-a8f0f0d569ae9708,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-a89889ad37cbc7e2,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-39445cabc3c247f3,-1,harmful,rating-1_anchor,3,3,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
prm-f2aca719a99dc3e9,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-a304fbad5368565d,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-f1c09b6fd89155cf,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-17ba4f9e4d89154f,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-2f5e5f1e6dacb0f7,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-3d9ad8daca3b8faa,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9db27c5e8855d8c2,-1,harmful,rating-1_anchor,3,3,3,0.0,0.6666666666666666,0.6666666666666666,1.0,1.0,-0.33333333333333337
prm-3e4ac009eae25363,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b8457436293d4e60,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-1d89b199249c7358,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,0.0,-0.6666666666666666,0.6666666666666666,0.0,-0.6666666666666666
prm-27e89528dea4c565,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-656a46c9640db820,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-a3a05daf8f16a52f,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9f3753744da09c38,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
prm-0914b22e28651211,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7c4b728ac8b7ff8c,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-015f040f29e2b298,0,redundant,rating0_stable,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-bf79591055298bcd,-1,harmful,rating-1_anchor,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-9b09489564767b9d,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-bda20d3dc84e4528,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b659045eab2bbc92,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-932de7bca0e7c93d,0,essential,rating0_stable,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-49db7302a176b729,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-677329b0cf4a5ef0,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-a774fd18d4116fb7,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4376ee5dd1ec051f,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ce7da7c55243f250,-1,harmful,rating-1_anchor,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-a1de62b9ef1cf246,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-24d79d07da1abeb8,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-317d37656fcc5ddd,0,essential,rating0_stable,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-edfe3301d75e7278,-1,harmful,rating-1_anchor,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
prm-6a11cd36a6d48aac,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9ef4a4362f8a777c,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-e4c8f952bd2bcb69,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-c796e9f10b13c8d1,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-6340032015881710,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-762ceff54735d7f1,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-059a20c710a38a1d,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-3b8fc6d3080aade1,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-8b05d5d648e57f29,-1,harmful,rating-1_anchor,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-ab1c7130781f0c6b,0,harmful,rating0_stable,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-05db80661c2eea87,0,harmful,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-6f55f9ad3924eda5,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4dece02217f93500,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-f8d5e2b8c3ae4947,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-7616aa089b45809c,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-eb13f69f057980c9,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-2ec389700747f531,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-9d4dfc92d2809bdb,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b5f8d24593f1e708,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4f8665f0a19739c3,0,harmful,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-b4b221e907450223,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-36e206fe8afae4f8,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-2e47da03eaad232d,0,redundant,rating0_other,3,3,3,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
prm-9b1fccc8cdbe2d3c,0,essential,rating0_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-b4172ae8c86b6f76,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-977f248f4b7b1084,0,redundant,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-a625e035a295d2bd,0,essential,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-bc4cdb54673acb6b,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-27543090e207be07,0,essential,rating0_other,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333
prm-d14414ada709f204,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-e5b42c42ddfdfe89,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-dc919cb80f6423eb,0,redundant,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-0ff002313a594db0,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-64c48353bed266ed,0,redundant,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-090c92a536a6f7cf,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-ca096eb77c3d707b,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-1fdd16bd5ee2ebb1,0,harmful,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-6b1c6a29b6d1c9f7,0,harmful,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.0,-0.6666666666666666,1.0
prm-6c8f717ff62b444b,0,essential,rating0_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0
prm-bd5151d40527ffa0,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d2f74008879c56dd,0,essential,rating0_other,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333
prm-0cbc0287aab226af,0,harmful,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-0000660f74dea7ea,0,harmful,rating0_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-b7f05eda927bf837,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-6810d2c059913e28,0,essential,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-b1b1d1fed6ca6e88,0,redundant,rating0_other,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0
prm-925200af07947f5c,0,essential,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-47a902d41e673ff6,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d7cd2fc406477b13,0,redundant,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-6fb0c8f8ee2ebabd,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ac91d34d7871bcbc,0,essential,rating0_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ad9e7fa994103189,0,redundant,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-859d5c93d5ea0f57,0,harmful,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-4c7b0daf67f174f2,0,harmful,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-0e94635dc190f6f1,0,harmful,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-a9976436ac395dce,0,essential,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ea9c90dcf0197292,0,redundant,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-e0c68e2f69c92ce1,0,essential,rating0_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-b16889ee222c85e0,0,essential,rating0_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-2d2be0a20e1f55eb,0,essential,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-f43ad1cb6c3aa6ba,0,essential,rating0_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333
prm-11c64fcd9adf9a8d,0,harmful,rating0_other,3,3,3,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.33333333333333337
prm-1984cb49b132bdb6,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-2d19813fccf4dac9,0,harmful,rating0_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-64bd046dccaa7a10,0,redundant,rating0_other,3,3,3,0.3333333333333333,0.0,-0.3333333333333333,1.0,0.6666666666666667,-1.0
prm-378914f040c48223,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-1989a099acb06f53,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-feab03f43e4af912,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-f5ad90a250e816d4,0,redundant,rating0_other,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333,1.0,0.33333333333333337,-0.6666666666666667
prm-f77af5e177e450d9,0,essential,rating0_other,3,3,3,0.6666666666666666,0.6666666666666666,0.0,1.0,0.33333333333333337,-0.33333333333333337
prm-4a41ea6ca0473740,0,redundant,rating0_other,3,3,3,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666667,-0.33333333333333337
prm-0219e874907d9144,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-315d6ba30914293a,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-8d743a4306b744df,0,essential,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,0.6666666666666666,0.0,0.33333333333333337
prm-f20b3a116ae0c86a,0,essential,rating0_other,3,3,3,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.6666666666666666,0.0,-0.3333333333333333
prm-8be5e8ce53ce132a,0,redundant,rating0_other,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-65c1f64f7a99498a,1,essential,rating1_stable,3,3,3,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.33333333333333337
prm-c1d4d174440821f2,0,essential,rating0_other,3,3,3,0.6666666666666666,1.0,0.33333333333333337,1.0,0.33333333333333337,0.0
prm-60717bf0ef4716f2,0,redundant,rating0_other,3,3,3,1.0,1.0,0.0,0.6666666666666666,-0.33333333333333337,0.33333333333333337
prm-200cc16bd7b20d90,1,redundant,rating1_stable,3,3,3,1.0,0.3333333333333333,-0.6666666666666667,0.3333333333333333,-0.6666666666666667,0.0
prm-6c647c9d900edecf,0,harmful,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-734c17ddd0cff62a,1,redundant,rating1_stable,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-52cd0d7cc6b4cdfc,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-6eb49d110f10f5c9,0,essential,rating0_other,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-8d9aac49538338f6,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-738ac1e91010e501,1,essential,rating1_stable,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,1.0,0.0,-0.33333333333333337
prm-5bd12286ca047ec0,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-ddb44dca9b82bb3d,1,redundant,rating1_stable,3,3,3,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0
prm-30611e95e1fdab2f,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d4926e70a53c8c17,1,redundant,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-5464f1648525f7ea,1,harmful,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-def1910362f8da38,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-d8dd25afa49d220a,1,redundant,rating1_stable,3,3,3,1.0,0.6666666666666666,-0.33333333333333337,0.6666666666666666,-0.33333333333333337,0.0
prm-d828d740ba9cd096,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-5699f280aa96d018,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-db5fb9c45b89211e,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-685fe7b1359fce4f,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
prm-cd2eef413f1492b7,1,essential,rating1_stable,3,3,3,1.0,1.0,0.0,1.0,0.0,0.0
